;edit_history_tweet_ids;id;text;intent
0;['1631081787408433152'];1631081787408433152;"Day 1 Evenstad Administration. Donate Today for MN'S FUTURE AND YOUR CHILDREN'S FUTURE

https://t.co/HeVSSVt6Ax 

Putting People Before Politic$ https://t.co/HfReat0rVD";politic
1;['1631081321048178688'];1631081321048178688;hats off to doc giddings who stands alone in the history of national press club debates with massive media filing center taking the lead dog against all hope and not failing the body politic still more to be said as everybody has to understand that doc giddings and tony hargrove;politic
2;['1631081199224467464'];1631081199224467456;"@NormalGuy223 With our politic of mass immigration, our multiculturalism as a state religion, our politically correctness and our morally bankrupt society.
After all that Canadian are really surprised of foreign interference???

Canadians really need to smart up and fast.";politic
3;['1631081032094031872'];1631081032094031872;Last chance for Arbitrum Airdrop🙌 @mrcorean2 @InocenteRick @Watingson_ @idolax @bmooneyham42 @Dimas0893 @fireflyskitters @politic_octavio @Welchbb39560706 @0x_der @Nel1122 @CVSubbaiah1 https://t.co/uvPSkLwlaI;politic
4;['1631080980998922240'];1631080980998922240;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
5;['1631080934194790401'];1631080934194790400;"Democrats have become fascist jack boot thugs under Biden!😡

'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/v6ruHBXoNg via @YouTube";politic
6;['1631080891127853056'];1631080891127853056;"this week's 🐥-related news mostly are abt that politician webnovel ... 😒😒😒
(its politic, celeb, and controversial thing, media love it)
I hope there will be new announcements of project soon to erase those news 🙃";politic
7;['1631080750987767809'];1631080750987767808;"""Why,Ge g--politic' The front  crowned  pering  that  all their  #名下车辆 #盗微博  * https://t.co/tynkOSmrOJ";politic
8;['1631080651494440961'];1631080651494440960;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
9;['1631080566920552452'];1631080566920552448;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/AgTkhmtSwt via @YouTube;politic
10;['1631080144046804992'];1631080144046804992;RT @muhazsab: @thevibesnews @anthonyloke Sanusi is playing a dirty game. He is putting the blame on Fed Govt for not supporting the project…;politic
11;['1631079889787842560'];1631079889787842560;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/UeaPJirAib via @YouTube;politic
12;['1631079774142726144'];1631079774142726144;"RT @TomasZdechovsky: 7/ that serves man, and therefore has the hope that man will also serve it.”

I believe 🇨🇿 and 🇮🇷 are sharing the same…";politic
13;['1631079646400790530'];1631079646400790528;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
14;['1631078799520706563'];1631078799520706560;"line at  g--politic' on  ally for  must  World  l'Isle,""I  be the  #查短信记录 *调查取证  / https://t.co/xqOREpWiwi";politic
15;['1631077889209778176'];1631077889209778176;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
16;['1631077856821248002'];1631077856821248000;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
17;['1631077625916690434'];1631077625916690432;@MichaelShindler In America every free being has a right to make themselves heard and be a part of the body politic;politic
18;['1631076722954375168'];1631076722954375168;"RT @TomasZdechovsky: 7/ that serves man, and therefore has the hope that man will also serve it.”

I believe 🇨🇿 and 🇮🇷 are sharing the same…";politic
19;['1631076330212081665'];1631076330212081664;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
20;['1631076252038701056'];1631076252038701056;RT @RobMclovin1: @STVNews I suppose Emma Harper will be the finance minister.  When will the student union politic madness end.   It  affec…;politic
21;['1631076124066283522'];1631076124066283520;McCarthy says government must butt out of kids' education, pushes federal 'Parents Bill of Rights' https://t.co/DTWStf26QL  - @politic_talks #Politics #Political;politic
22;['1631076109814226944'];1631076109814226944;@MyDogsBrain @acoyne Pretty much. In this case, the Liberals and NDP blocked committee access to any useful information, and everyone involved makes it as partisan as possible. Politicians gonna politic. They're not investigators.;politic
23;['1631075450465157121'];1631075450465157120;RT @rins2pworth: @swilkinsonbc makes the blood run cold to hear this level of hate and violence from people who are allegedly politic .. Th…;politic
24;['1631075381435301888'];1631075381435301888;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
25;['1631075268369743872'];1631075268369743872;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
26;['1631075116846047232'];1631075116846047232;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
27;['1631075056502571010'];1631075056502571008;"RT @46suxcamelballs: This one was awesome, garland squirming like the maggot he is 
Yes Sir, You Are Responsible!’ Senator Hawley Grills Ga…";politic
28;['1631075034910588928'];1631075034910588928;@DutchMapper @LI_politic_guy thats not a two way race;politic
29;['1631074951997321219'];1631074951997321216;@swilkinsonbc makes the blood run cold to hear this level of hate and violence from people who are allegedly politic .. They're just thugs with titles https://t.co/Rgu1hbcvxt;politic
30;['1631074949178748929'];1631074949178748928;@LI_politic_guy Remember when his son also said that 😭;politic
31;['1631074886159310848'];1631074886159310848;@LI_politic_guy Only if the socks aren't pink. THEN it's gay.;politic
32;['1631074877729013761'];1631074877729013760;RT @bruce_haigh: #auspol Robodebt, war crimes, the Australian body politic and APS are rotten. They need a major prune. Albo doesn't get it…;politic
33;['1631074807004426241'];1631074807004426240;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
34;['1631074800801136640'];1631074800801136640;@GavinWilliamson You are the worst type of Tory politician, the largest symptom of the decline in our body politic over the years of Tory mis management.;politic
35;['1631074609775751168'];1631074609775751168;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
36;['1631073969444106240'];1631073969444106240;East Palestine train derailment site workers are getting sick, union says https://t.co/FpZ3z8Cjdl  - @politic_talks #Politics #Political;politic
37;['1631073583005941762'];1631073583005941760;RT @ryb0rg: This one is like one of those confusing politic cartoons like I’m not even sure what I’m trying to say here lmao https://t.co/h…;politic
38;['1631073072261349382'];1631073072261349376;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
39;['1631072735559397376'];1631072735559397376;RT @bruce_haigh: #auspol Robodebt, war crimes, the Australian body politic and APS are rotten. They need a major prune. Albo doesn't get it…;politic
40;['1631072584447016960'];1631072584447016960;@dmightyangel That’s why politic is call a game😹 children of 90s might not see this coming;politic
41;['1631072430570569731'];1631072430570569728;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/4Oak40Km4A via @YouTube;politic
42;['1631072355861553153'];1631072355861553152;White House again accuses congressional Republicans of attempting to defund police https://t.co/wt9XbElaLd  - @politic_talks #Politics #Political;politic
43;['1631072046284263424'];1631072046284263424;"RT @46suxcamelballs: This one was awesome, garland squirming like the maggot he is 
Yes Sir, You Are Responsible!’ Senator Hawley Grills Ga…";politic
44;['1631071992450363393'];1631071992450363392;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
45;['1631071947009277952'];1631071947009277952;@CokeZeroCat ume . thise,  is Rathar too Politic’ s;politic
46;['1631071943544668161'];1631071943544668160;@PeImeniPusha 0.02 on him and us,it is our patriotic and duty to remove him from power one way or another.The same goes for almost all Europian counrties in this zeitgeist of weak leaders who do not represent the will of the people,but the interests of economical-politic elites in the shadow;politic
47;['1631071579252695050'];1631071579252695040;"d as  whose  ns as she  that way  ""Never  here?"" g--politic' #工作单位 #银行卡信息  . https://t.co/sEhmieuOTt";politic
48;['1631071023914274817'];1631071023914274816;@From_Himalaya South india was anti hindi language and support urdu language but game of politic 😏;politic
49;['1631070757907210241'];1631070757907210240;@GRVlagos I have never had interest in all this politic stuff but this yr I had so much confident in d electoral act at the end it turn out this way and I don't think I wil ever turn out to vote again.i just feel broken and cheated;politic
50;['1631070321322205189'];1631070321322205184;@JohnCleese I’m glad you recognize that . Therefore you’re in your way to change and turn down the volume of insanity.Politic is about ideas not treating your opponents.;politic
51;['1631069855465058305'];1631069855465058304;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
52;['1631069834480844801'];1631069834480844800;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
53;['1631069700871389188'];1631069700871389184;@LI_politic_guy Yes but would lie about doing it;politic
54;['1631068938770714625'];1631068938770714624;Former US Senator Santorum joins North Carolina House to push constitutional convention https://t.co/bAzLX0teUZ  - @politic_talks #Politics #Political;politic
55;['1631068891521622017'];1631068891521622016;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
56;['1631068683203125252'];1631068683203125248;@Snorkyno4 @RonFilipkowski That’s what I was wondering and I feel like he left that intentionally vague because ‘politicians have to politic’. He said “mission aligned” and it depends on what he means by that…;politic
57;['1631068418567700486'];1631068418567700480;"RT @kenzyafricanboy: Me and politics at the moment. 
#politic #kenzyqfricanboy https://t.co/cKJtUXdCJ3";politic
58;['1631067707998085125'];1631067707998085120;#杭州 #成都 I'm not racist, but I vote for racist politic https://t.co/OYXMSibfNd;politic
59;['1631067658106859520'];1631067658106859520;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
60;['1631067356293128192'];1631067356293128192;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
61;['1631067105318535170'];1631067105318535168;Karine Jean-Pierre dodges question on Lori Lightfoot's re-election loss, blames GOP for crime surge https://t.co/5eyS9ag09g  - @politic_talks #Politics #Political;politic
62;['1631067096590286848'];1631067096590286848;Sen. Kennedy confronts Garland on controversial school board memo: 'What did you think was going to happen?' https://t.co/Cb8Ai6UnS8  - @politic_talks #Politics #Political;politic
63;['1631067088856006657'];1631067088856006656;Ohio state Senate greenlights education overhaul https://t.co/q39KtrtV6P  - @politic_talks #Politics #Political;politic
64;['1631067080182095873'];1631067080182095872;Former Philadelphia councilman gets 3 1/2 years in massive corruption case https://t.co/LeZnkRgEOq  - @politic_talks #Politics #Political;politic
65;['1631066803962093568'];1631066803962093568;RT @politic_talks: Another state bans transgender surgeries for minors https://t.co/ekuJcBzgWq  - @politic_talks #politics #politic;politic
66;['1631066695434399748'];1631066695434399744;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
67;['1631066650966466566'];1631066650966466560;Just 2% of Americans were abolitionists, but they had a profound influence on the body politic. Do you know why that is? Because they were right. What are you right about?;politic
68;['1631066604422447104'];1631066604422447104;"@joe66872785 @theJagmeetSingh Dont forget @theJagmeetSingh is increasing CARBON TAX with Trudeau to put gas prices up

His Suck and Blow Politic is annoying";politic
69;['1631066323525734400'];1631066323525734400;Old Man Biden Tells Weird, Semi-Pornographic Nurse Story https://t.co/smfxuE7Y6S  - @politic_talks;politic
70;['1631066123562098688'];1631066123562098688;@EndwalkerWaiter Given the current politic movments happeing in Souther states, LGBTQA+ community's anger is justified, but took wrong actions. However, your action only invites 4chans and the group you don't want to get involve in. More vtubers will leavae as a reuslt.;politic
71;['1631065596258398217'];1631065596258398208;@LI_politic_guy Red areas are college educated whites with high turnout, which he won resoundingly and all the green for Lightfoot were much smaller plurality wins thanks to Wilson splitting the black vote.;politic
72;['1631065594530234369'];1631065594530234368;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/ZdxMGVT3uB via @YouTube;politic
73;['1631065329924460545'];1631065329924460544;RT @bruce_haigh: #auspol Robodebt, war crimes, the Australian body politic and APS are rotten. They need a major prune. Albo doesn't get it…;politic
74;['1631065118032142336'];1631065118032142336;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
75;['1631064188368855043'];1631064188368855040;RT @ArtisanReads: The Body Politic by Stella Atrium https://t.co/DAWSJdiRPs;politic
76;['1631063969661087744'];1631063969661087744;RT @RobMclovin1: @STVNews I suppose Emma Harper will be the finance minister.  When will the student union politic madness end.   It  affec…;politic
77;['1631063910026559493'];1631063910026559488;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/uF3TYlVqep via @YouTube;politic
78;['1631063690190508032'];1631063690190508032;RT @Mz_Tosyn: Nigeria youths, we have a long way to go in politic. Imagine bullying people for not choosing the same candidate as you lol;politic
79;['1631063680333893633'];1631063680333893632;RT @Mz_Tosyn: Nigeria youths, we have a long way to go in politic. Imagine bullying people for not choosing the same candidate as you lol;politic
80;['1631063575748829185'];1631063575748829184;@Jeremy_W_Keyser @FoxNews People like you should stay out of FL politic.;politic
81;['1631063252204507138'];1631063252204507136;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
82;['1631062755347255297'];1631062755347255296;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
83;['1631062595867381760'];1631062595867381760;"RT @TomasZdechovsky: 7/ that serves man, and therefore has the hope that man will also serve it.”

I believe 🇨🇿 and 🇮🇷 are sharing the same…";politic
84;['1631062593455439872'];1631062593455439872;@TheRichFromCali I have a childhood friend since 4th grade whose family always voted Republican. He’s completely for the GOP. We were friends before we even knew what politics were. We don’t talk politics. He knows where I stand, I know where he stands. We have more shared interests than politic.;politic
85;['1631062412953546756'];1631062412953546752;RT @Mz_Tosyn: Nigeria youths, we have a long way to go in politic. Imagine bullying people for not choosing the same candidate as you lol;politic
86;['1631062060825198595'];1631062060825198592;Ben Reacts to Sam Brinton https://t.co/7gOK1AGLBU  - @politic_talks;politic
87;['1631061838170398721'];1631061838170398720;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
88;['1631061756360507393'];1631061756360507392;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
89;['1631061723258970112'];1631061723258970112;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
90;['1631061560587165698'];1631061560587165696;@LI_politic_guy She’s a social conservative for sure, albeit a compassionate one;politic
91;['1631061496485609472'];1631061496485609472;@AlejandroZelay9 Every country needs to be free to choose their goverments as Bukele is asking for leaving El Salvador choose. Every country needs their people, not a politic as world meseanic figure.;politic
92;['1631061458049024001'];1631061458049024000;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/KZZiFekPXW via @YouTube;politic
93;['1631061266260279297'];1631061266260279296;RT @Mason32943222: @LI_politic_guy @DTRUMPSTAN Meemaw is a socialist;politic
94;['1631061255036321793'];1631061255036321792;'Yes Sir, You Are Responsible!’ Senator Hawley Grills Garland On Politic... https://t.co/Drqt9WbzMG via @YouTube;politic
95;['1631060667238080513'];1631060667238080512;@LI_politic_guy All the women, none of the men;politic
96;['1631060283417563136'];1631060283417563136;CBO director informs House Republicans that the US debt situation is dire: sources https://t.co/jT4lIYi7Hg  - @politic_talks #Politics #Political;politic
97;['1631060122234437632'];1631060122234437632;RT @ZubyMusic: So many people have internalised the idea that some politician is going to 'save' them. Despite the fact it never ever happe…;politic
98;['1631059938352025604'];1631059938352025600;@AcuteAngeI_ stay safe, stay out of politic talk, buy a knife, whatever you need to feel safe;politic
99;['1631059575641128960'];1631059575641128960;RT @Chicago1Ray: The turning point in our body politic was the day Trump identified McCain 👉(Rino sellout)👈 as the reason we were losing…;politic
100;['1631059535921119235'];1631059535921119232;@BellTrolls4Thee @jacksonhinklle they are busy to prostitute on a global world politic scene , all Oksanka always gone, Mikola tour has came;politic
101;['1631059521853374469'];1631059521853374464;@My_Politic Two cats gettin busy in a tree;politic
