;edit_history_tweet_ids;id;text;intent
0;['1623833846734106624'];1623833846734106624;@Lawlorbrendans @LI_politic_guy I actually agree. I want government nowhere near media or speech platforms. A regulated private sector would work well as an alternative if that’s what Bush wants.;politic
1;['1623833820263854082'];1623833820263854080;@EdvardoTorres “where heteronormativity disorientates the queer body away from what is expected, the category of twink complicates this further. One is not only positioned by their sexuality, but also by their proximity to youth, to thinness, to the body politic of desirability “ *gunshot*;politic
2;['1623833383578087434'];1623833383578087424;@LIDemocrat @LI_politic_guy He would’ve stayed in for at least one more term if he wasn’t going to lose. In the current version of Senate, he would yield enormous influence.;politic
3;['1623833151129657344'];1623833151129657344;@TheRichFromCali There is white trash on both sides of the political parties. Your roll model in white trash I gotta tell ya! Welcome to the DIVIDED States of America where we confuse ppl to hate their own race or politic views, its suppose to be the land of the free but not if this guys says no!;politic
4;['1623833060759199744'];1623833060759199744;@keviv71 @LI_politic_guy No, they don’t hate him that much. He’s a generic R who is an electoral god.;politic
5;['1623832970137157632'];1623832970137157632;@LI_politic_guy Trump pushed someone as loathsome as Vance up in that primary. There was no chance for Portman. Also it’s Ohio;politic
6;['1623832875802959874'];1623832875802959872;RT @SAINTJENNIERUBY: western muslims that don't know anything about the socio politic, economic circumstances that middle easterners have t…;politic
7;['1623832836078706688'];1623832836078706688;"RT @Doku_HL_SD: @charliekirk11 @ElectionWiz That would seem to be the sequence of events.

The career politic mafia has assets in Ukraine a…";politic
8;['1623832402169831425'];1623832402169831424;"My timeline. Another ver of politic kpop. Lol whatever i just want aespa comeback &amp; good things for the girls only.";politic
9;['1623832234070355969'];1623832234070355968;@LI_politic_guy @TraditionalDem @nevuswastaken Arguably?;politic
10;['1623832208262701057'];1623832208262701056;@LI_politic_guy He would’ve lost his primary;politic
11;['1623831982890262528'];1623831982890262528;@LI_politic_guy @chronickloesel @MillerStanIL You are arguing with a strawman;politic
12;['1623831771350700032'];1623831771350700032;@SallyLawry I once hoped Frydenburg  would be a moderate voice in the LNP and help steer it back to the middle so there would be a less polarised politic in Australia - how wrong was I;politic
13;['1623831246676828160'];1623831246676828160;Professor who was fired after reporting antisemitic incidents wins $1M in settlement with university https://t.co/yCsiRSOilY  - @politic_talks #Politics #Political;politic
14;['1623831115696857088'];1623831115696857088;@LI_politic_guy @chronickloesel @MillerStanIL Some centrists being annoying online and making it a personality doesn’t mean people can’t have conflicting ideological beliefs that make them moderate. In a Trump +10 state Peltola should break with her party on more than one issue. But she doesn’t need to alwaysbe in the middle;politic
15;['1623831113276833792'];1623831113276833792;RT @johnedwardlo: People arguing about politic 😒all day and me I Just wanna know where this guy has been Buried 🥲 https://t.co/0f8cMETZdD;politic
16;['1623830980866805762'];1623830980866805760;@rhiles2760 @briantylercohen @KFILE Democrats been draining it since FDR in 1935… politicians gonna politic regardless of side.;politic
