;edit_history_tweet_ids;id;text;withheld;intent
0;['1626370838642524162'];1626370838642524160;Mahopac’s ⁦@joeykoch22⁩ buzzer beater for the win ⁦@MahopacHoops⁩ over Harrison by 1 of the greatest 3-sport athletes in ⁦@MahopacSchools⁩ history. ⁦@KjKoch1⁩ https://t.co/qrnO3e0FGi;;sport
1;['1626370831952777216'];1626370831952777216;"I don't understand how the debate &amp; how there's so much hate on one side &amp; so much love on the other when it comes to the greyhound WOW SHE’S FAST being the best ever.

Can't we just all appreciate another champion in this great sport &amp; look at the depth &amp; pool we have right now?";;sport
2;['1626370810263764992'];1626370810263764992;RT @i_heart__bikes: @Iron_chet @cathydevine56 @BoltonValley It doesn’t! Just in this niche sport of skimo. And also cycling (road, track, c…;;sport
3;['1626370808326094848'];1626370808326094848;Chris Hinshaw recalled the 2017 event that very nearly changed the history of the sport. https://t.co/xRgHqHjLlZ;;sport
4;['1626370798960123908'];1626370798960123904;"Idk about y’all but #DriveToSurvive is really out here doing the most. It’s like drama on steroids. 

You take this overly dramatic sport and add a touch of ✨reality TV spice✨ and 💥 Drive To Survive💥 is born 

I love it 😅";;sport
5;['1626370770804051968'];1626370770804051968;@CarlaJe74445089 Order lot popular sport agree people nation.;;sport
6;['1626370770489249792'];1626370770489249792;"RT @UtdDistrict: Ten Hag: ""I think it was a great game. We have to finish it at Old Trafford."" [BT Sport]";;sport
7;['1626370764210577409'];1626370764210577408;RT @NamjoonFanbase: “Every CrossFitter knows that by doing this sport, you’re going to end up with some marks on the body. Bloodied shins,…;;sport
8;['1626370759382929409'];1626370759382929408;RT @UtdPlug: Mail Sport ✅ https://t.co/envptTPLmz;;sport
9;['1626370756740370433'];1626370756740370432;What a sport.......what a player!!!! https://t.co/f3nozRKh7c;;sport
10;['1626370753565192192'];1626370753565192192;Suffer accept dinner sport Congress Republican me soon time enjoy owner. https://t.co/4IId67M2Fy;;sport
11;['1626370749165367296'];1626370749165367296;"@TomHarr48662632 You’re clearly looking at this through jealous eyes. A career in sport is short, it can end in the blink of an eye as it did to me. 

Don’t challenge their earnings, challenge the way they use they’re money!";;sport
12;['1626370740613160960'];1626370740613160960;@guardian_sport @jonathanliew What a load of cobblers;;sport
13;['1626370738897793024'];1626370738897793024;RT @WomenandSportCA: “We need a new vision for sport” - @ASandmeyer at the Standing Committee on Canadian Heritage today. https://t.co/EMYa…;;sport
14;['1626370737798893568'];1626370737798893568;@RobWehmeyer @BrandonGowton @NFL And you don’t understand how a speed pass rusher is bound to slip more then a pass blocker? Have you ever played a sport in your life?;;sport
15;['1626370711026810880'];1626370711026810880;"RT @barstoolsports: The next great sport

https://t.co/dPHaRl9KLt";;sport
16;['1626370698783469571'];1626370698783469568;Order lot popular sport agree people nation. https://t.co/N5tz8gaATP;;sport
17;['1626370695839244288'];1626370695839244288;"RT @LesiaLVD: Oh, that ""apolitical"", ""neutral"" #Russian sport. Here's one of top #Russian skaters Plushenko, holding #Olympic medals. ""Coin…";;sport
18;['1626370694932987905'];1626370694932987904;"RT @UC_SPAD: Ever wondered why we're called Sport Administration but our course codes when registering for classes is SMGT? 

Good news, be…";;sport
19;['1626370693020667904'];1626370693020667904;@EmilyHo79962555 Order lot popular sport agree people nation.;;sport
20;['1626370684325593088'];1626370684325593088;Chris Hinshaw recalled the 2017 event that very nearly changed the history of the sport. https://t.co/ePOoicP3Tv;;sport
21;['1626370680382955520'];1626370680382955520;"@KINGBILLY1982 @quadtreblechamp @Record_Sport back? since beale the better manager has joined he has closed the gap in the title ""race"" by a staggering 0 points";;sport
22;['1626370668450418688'];1626370668450418688;@EmilyHo79962555 Order lot popular sport agree people nation.;;sport
23;['1626370666982174722'];1626370666982174720;Order lot popular sport agree people nation. https://t.co/bvyG1mRsXo;;sport
24;['1626370665598140416'];1626370665598140416;Good sport, but wrong choice of Participants https://t.co/L4KubLjGNB;;sport
25;['1626370648019816451'];1626370648019816448;RT @dekker: JJ is so fed up Lmao. I love athletes being in the media now because they realize how little so many of these talking heads kno…;;sport
26;['1626370645708750849'];1626370645708750848;"RT @ManUtdMEN: Paul Scholes believes Barcelona star Frenkie de Jong would suit Man United's style of play #mufc 
https://t.co/M2nuLRzjxW";;sport
27;['1626370643741790208'];1626370643741790208;Front Ceramic Brake Pads 2010-2017 Fits Land Rover Range Rover Sport 5.0L V8 Sup https://t.co/qtUppBlPzS eBay https://t.co/e1csl9mv38;;sport
28;['1626370640910458885'];1626370640910458880;"""There’s a reason three-year-olds can play soccer,"" said the UFC president https://t.co/sOgxm37ycP";;sport
29;['1626370634870845440'];1626370634870845440;Transfer Case 4 Door Sport Trac Part-time Fits 02-04 EXPLORER 1582101 https://t.co/8d49HKUVrK eBay https://t.co/txjYBwf1vO;;sport
30;['1626370626364534785'];1626370626364534784;@C_K_3 These last two games I feel like I’m genuinely watching a different sport.;;sport
31;['1626370625311760385'];1626370625311760384;@tennis_poetry @1hbhdtl He did invent the sport but he went too far 🙄 what’s the problem 🙄;;sport
32;['1626370614662426628'];1626370614662426624;"@MarinaMedvin ""Oh, Miz Decker - favorite sport memory? No doubt when we use goat heads to play croquet down at the Sport Arena. But of course, amputations and beheadings in that same venue always excite the crowd, too. Thanks for asking...";;sport
33;['1626370613982928897'];1626370613982928896;@Elizabe98615743 Order lot popular sport agree people nation.;;sport
34;['1626370612938657792'];1626370612938657792;RT @beyminz: @nonbinarybooty It’s so scary that ppl (men) get that violent over a sport like be CALM…;;sport
35;['1626370612213039104'];1626370612213039104;Barcelona's Gavi escapes VAR punishment after shoving Man Utd's Bruno Fernandes https://t.co/A6NhGHr4f1;;sport
36;['1626370607494594560'];1626370607494594560;RT @sportscar365: 🚨 NEWS: A newly formed team under the Pescarolo Sport banner has signaled intentions of competing in the 2024 @FIAWEC sea…;;sport
37;['1626370601966514176'];1626370601966514176;"Tom Elmes interview, SETU &amp; FAI, Sport Coaching &amp; Business Management (Football) Degree Launch 2023 https://t.co/OQZujS5lwB";;sport
38;['1626370598946365444'];1626370598946365440;Suffer accept dinner sport Congress Republican me soon time enjoy owner. https://t.co/80n6Zngyif;;sport
39;['1626370596274868224'];1626370596274868224;"And  remind  me  again  Anika  ..your  portfolios  are Aged  Care  and  that’s  Sport..

Is  this  an  ALP  strategy  to  have  Ministers  talking  about  everything  except  their  own  portfolios. https://t.co/yxX9O0PG4s";;sport
40;['1626370591635668992'];1626370591635668992;"Many would love to see an Irish player make it to the NFL. 

https://t.co/WulOK5Ma5a";;sport
41;['1626370588011909120'];1626370588011909120;RT @BornAKang: This must be a new sport i haven’t heard of https://t.co/Qm99U7kP1j;;sport
42;['1626370575961563139'];1626370575961563136;"RT @barstoolsports: The next great sport

https://t.co/dPHaRl9KLt";;sport
43;['1626370563446034432'];1626370563446034432;"2023-02-17 07:58:54
Seem record newspaper member sport.
 #炸金花 #乐鱼体育 #足球彩票 #牛牛 https://t.co/RRJtH0F4d3";;sport
44;['1626370554482634752'];1626370554482634752;Order lot popular sport agree people nation. https://t.co/GIGLYgFFml;;sport
45;['1626370551915679744'];1626370551915679744;Order lot popular sport agree people nation. https://t.co/6GmMoC6jyv;;sport
46;['1626370544890417152'];1626370544890417152;RT @WillHarrisAOAF: Like it or not. This group help change the landscape of MMA. In every facet of the sport. I know my days are coming to…;;sport
47;['1626370530717884416'];1626370530717884416;@laurie_goeckner Suffer accept dinner sport Congress Republican me soon time enjoy owner.;;sport
48;['1626370527563780098'];1626370527563780096;"👋💘💯🤨😋
Church sport threat laugh environmental thousand.
  #青岛  #浙江  #武汉 https://t.co/lhZKl6DSTZ";;sport
49;['1626370523646009344'];1626370523646009344;@HistoryRunner There's always sport specific stuff, but it shouldn't overpower the store. You have to have school-related items for game day, working out, class and the office... that's where you make your money. With brands like Lulu getting into college merch, there's money to be made;;sport
50;['1626370514418532355'];1626370514418532352;"Alex Caruso Listed As Out For Thursday

https://t.co/gUFJZr6eUI";;sport
51;['1626370513642594305'];1626370513642594304;"Anfernee Simons Suffers Significant Injury

https://t.co/8vwAZlGGgr";;sport
52;['1626370505019097088'];1626370505019097088;"RT @barstoolsports: The next great sport

https://t.co/dPHaRl9KLt";;sport
53;['1626370502330822658'];1626370502330822656;"RT @StanSportFC: Manchester United's Erik ten Hag is excited to test his side against the La Liga leaders Barcelona 🍿

↳ Barcelona v Man Un…";;sport
54;['1626370499381960704'];1626370499381960704;RT @samuelluckhurst: Ten Hag unhappy with the referee, linesman and VAR over Kounde challenge on Rashford. Suggested officials were swayed…;;sport
55;['1626370498782167041'];1626370498782167040;"RT @barstoolsports: The next great sport

https://t.co/dPHaRl9KLt";;sport
56;['1626370496756432896'];1626370496756432896;RT @RiverAveBlues: RIP to one of the sport's most iconic voices. Wasn't afraid to criticize the home team when he called Mets and Yankees g…;;sport
57;['1626370495275798528'];1626370495275798528;"RT @jerryiannelli: Best example that comes to mind is the time Andrew Carnegie &amp; co modified a dam so they could do some sport-fishing and…";;sport
58;['1626370495271817216'];1626370495271817216;"Dude was scratching &amp; clawing when I started watching the sport. 
Love seeing him smile &amp; hope he makes the race tomorrow. https://t.co/BYp7Uy5IVo";;sport
59;['1626370494181130240'];1626370494181130240;"RT @barstoolsports: The next great sport

https://t.co/dPHaRl9KLt";;sport
60;['1626370494034243585'];1626370494034243584;RT @DrMatthewSweet: Hi Laurence. Thanks for the offer. I think the editorial standards at @GBNews are so low that appearing on it is a thre…;;sport
61;['1626370492373565440'];1626370492373565440;RT @Muppetiers: Simon Stone also reports Qatar bid is incoming, alongside at least 2 US offers, INEOS and possibly Saudi. Lot more detail i…;;sport
62;['1626370492054777858'];1626370492054777856;RT @sistoney67: Man Utd sale: Qatari bid for Old Trafford club expected as deadline approaches https://t.co/56OfU2QGjR;;sport
63;['1626370483301289985'];1626370483301289984;Suffer accept dinner sport Congress Republican me soon time enjoy owner. https://t.co/5LAzKFZ4rA;;sport
64;['1626370483091345409'];1626370483091345408;"@Hunners2 @Record_Sport Oh.....so you telling me the #CelticFC kitman isn't employed by Pacific Shelf 595 Ltd ?? 😭😭
Should I contact HMRC to let them know the paupers are fiddling the books as well as the kids ?? https://t.co/WR4wnTrv2H";;sport
65;['1626370480352686080'];1626370480352686080;"😀💌🤐👌😍
Performance certainly tough picture sport compare rock.
  #绍兴   #深圳  #上海   https://t.co/aSrM2SBnwN";;sport
66;['1626370467970916353'];1626370467970916352;"@skibolightning @dewayne72601 @SatDownSouth Sounds fun. I’m sure it’ll be a great environment. We’ll see about the numbers.

I’m in favor of any school investing heavily in college baseball. Facility races will be great for the sport.";;sport
67;['1626370458504294401'];1626370458504294400;Wrestling is an exciting sport. https://t.co/vqaJWWwyAC;;sport
68;['1626370456763916288'];1626370456763916288;RT @daeponyonim: Help its like they're inviting two athletes for a sport radio with dj choi minho😂 https://t.co/PrR1Wk31LH;;sport
69;['1626370451969646592'];1626370451969646592;"RT @UtdDistrict: Ten Hag: ""I'm here for #mufc and I want to win."" [BT Sport]";;sport
70;['1626370451017715714'];1626370451017715712;"RT @7horseracing: RIP Deano❤️

A giant of the game with an even bigger heart. 

You have left an indelible mark on the racing industry and…";;sport
71;['1626370450145026049'];1626370450145026048;RT @DrMatthewSweet: Hi Laurence. Thanks for the offer. I think the editorial standards at @GBNews are so low that appearing on it is a thre…;;sport
72;['1626370433690791941'];1626370433690791936;"RT @Trump_ton: Dear @Twitter 

I honestly do not give a shit about basketball or american football - or sport in general if your *algorithm…";;sport
73;['1626370429257502721'];1626370429257502720;RT @CoachMongero: Baseball is not an equal opportunity sport. The best players play. Especially true for HS level/up. Never met a coach in…;;sport
74;['1626370426027868162'];1626370426027868160;@BornAKang Now this is a sport I can get behind;;sport
75;['1626370419828588545'];1626370419828588544;"@Lee_AVP @JackLombardi @krassenstein And who controlled Congress the last two years, sport?

I guess they were too busy obsessing over January 6th and Trump's tax returns.";;sport
76;['1626370411494793216'];1626370411494793216;"😝😅💯💘😀
Argue sport court.
  #青岛  #浙江  #武汉 https://t.co/SgJPOhE5jk";;sport
77;['1626370410278227974'];1626370410278227968;Live #F1 News - Pierre Gasly and Esteban Ocon believe they can work together to achieve Alpine aims https://t.co/V74Wt6gJ7e;;sport
78;['1626370407350534144'];1626370407350534144;"RT @TheSunFootball: Jude Bellingham calls out 'desperate' Jamie Carragher after Dortmund win vs Chelsea

https://t.co/WZcEmBiweL";;sport
79;['1626370406700531717'];1626370406700531712;@racingblogger Terrible. Pandering to those that’ll never like this sport whatever you do. Let’s just end life as we know it, then they’ll be happy. Last one out the door turn the light off.;;sport
80;['1626370395602386952'];1626370395602386944;Order lot popular sport agree people nation. https://t.co/wRmGLo6Zbn;;sport
81;['1626370385112403974'];1626370385112403968;It’s always something with this sport. What’s happened to my hip now?!!!;;sport
