;edit_history_tweet_ids;id;text;withheld;intent
0;['1631444267750289409'];1631444267750289408;"RT @TheSpursWatch: 🚨Tottenham appear to be taking the first steps towards becoming a multi-sport club. #THFC
@footyinsider247";;sport
1;['1631444265564774400'];1631444265564774400;"RT @F1: MEET THE 2023 F1 DRIVERS 👋
 
Lewis Hamilton
Drives for: @MercedesAMGF1 
Fast Fact: Has more wins and pole positions than any driver…";;sport
2;['1631444264638099458'];1631444264638099456;RT @FabrizioRomano: Hakan Çalhanoglu on new deal almost done with Inter: “I’m proud to stay here, I want to continue at Inter”, tells Gazze…;;sport
3;['1631444254324056065'];1631444254324056064;Super Rugby Aupiki: Halfbacks have Black Ferns opening after Kendra Cocksedge retirement https://t.co/eG1rZo3BYD;;sport
4;['1631444253380362240'];1631444253380362240;"@HiveSci @IrieRobin @PressX_toDoubt @FondOfBeetles @SteveMcRae_ @theevilutionist @1karus_ @th3siggy @nathankw @kweassa @pzmyers The challenge is the sport and you get off on this collection because you want to be right

You may not wish to admit this, because its subconscious, but all it does is further my view and shows you are as competitive as the rest

Lol go figure";;sport
5;['1631444253061664771'];1631444253061664768;"RT @F1: This is no ordinary sport 🔥

2023, we're ready for you!!! 💪

#BahrainGP #F1 https://t.co/kivGA4MdNn";;sport
6;['1631444238553554945'];1631444238553554944;'It is never given to you': Crusaders flanker Tom Christie reflects on Chiefs loss https://t.co/gUzHN39wQW;;sport
7;['1631444238474035200'];1631444238474035200;"RT @F1: This is no ordinary sport 🔥

2023, we're ready for you!!! 💪

#BahrainGP #F1 https://t.co/kivGA4MdNn";;sport
8;['1631444234808033281'];1631444234808033280;@Kingryofstiffa1 @jessholliday10 If there’s a sport I know about, it’s basketball. That’s all I’ve played since age 8. And watch how you speaking about Bama fans buddy, sure the man on your profile picture wouldn’t like it😉;;sport
9;['1631444233822298113'];1631444233822298112;@csommerville1 @truthbtold2911 So what is your contribution? Democracy and saving America is not a spectator sport. I wrote him a letter a while back and got a response.;;sport
10;['1631444232916418568'];1631444232916418560;@jpyne99 @blynch999 @iluvcrumbcake @averyzaretsky Seems like you got your feelings hurt here its just basketball man stupid sport its all good.;;sport
11;['1631444232572485634'];1631444232572485632;"RT @KellyCrandall: Trackhouse Racing release says ""Daniel Suárez and Ross Chastain, as well as many entries throughout the sport will carry…";;sport
12;['1631444218685059075'];1631444218685059072;RT @FabrizioRomano: Hakan Çalhanoglu on new deal almost done with Inter: “I’m proud to stay here, I want to continue at Inter”, tells Gazze…;;sport
13;['1631444216550137857'];1631444216550137856;Real eye Bellingham and Guimaraes - Friday's gossip https://t.co/DlO2NSWpMS https://t.co/bhgUeZuzeJ;;sport
14;['1631444214549454849'];1631444214549454848;"just (saying) congratulations on one of the best careers I've seen in any sport, and wished him the best. Let's leave it at t
https://t.co/laRozJdz9n
DmNgMoMy9N8EGgT";;sport
15;['1631444205846376453'];1631444205846376448;@DeadlineDayLive @sport 😂 this account must be having trouble getting clicks lately.;;sport
16;['1631444201517842434'];1631444201517842432;@SaraCivian This is why people like you and others with podcasts dedicated to the sport have been massive game changers in the coverage of the sport. We have our own area to go for that niche outlet.;;sport
17;['1631444200444002306'];1631444200444002304;Sean Dyche gives honest verdict on title race after Arsenal embarrass struggling Everton https://t.co/fnNZNn1El3;;sport
18;['1631444193082998789'];1631444193082998784;RT @FabrizioRomano: Hakan Çalhanoglu on new deal almost done with Inter: “I’m proud to stay here, I want to continue at Inter”, tells Gazze…;;sport
19;['1631444192940679168'];1631444192940679168;Barca beat Madrid in Copa del Rey semi-final first leg https://t.co/rbuSRhQKOO https://t.co/OeFR9NMbVC;;sport
20;['1631444187072585728'];1631444187072585728;"RT @ManUtdMEN: ""Laughable"" - Keane was not impressed with one aspect #mufc 

https://t.co/JJ9lh8wb5I";;sport
21;['1631444187039014913'];1631444187039014912;RT @magnetbrain: I’m a Paralympic champion and the fastest swimmer with disability in the world. But I’ll never be good enough to be an Oly…;;sport
22;['1631444182790443008'];1631444182790443008;Unbeaten Warrington fight back to beat Salford https://t.co/P7RHjtb7Pt https://t.co/rXxJIfsM5U;;sport
23;['1631444179489550336'];1631444179489550336;RT @nathenmikeuxl: LeBron KD and Steph are the only superstars to me. Their brand transcends the sport and they're the standard in the NBA.;;sport
24;['1631444176083492865'];1631444176083492864;RT @tsgoot_bs: First time as guest in Bein sport studio discussing European leagues , repeated at 10:00 Friday morning https://t.co/4Y5N8HJ…;;sport
25;['1631444175106211847'];1631444175106211840;Jadon Sancho's message to Paul Pogba hints at what Man Utd stars think about him https://t.co/ZTEtZnD50g;;sport
26;['1631444172824539137'];1631444172824539136;RT @lilthingxrated: Riding his dick is my favorite sport 🏇🍑 https://t.co/knnSNLSxOt;;sport
27;['1631444171947909120'];1631444171947909120;'State owners better than private equity for clubs' https://t.co/zGppQDqj6N https://t.co/Zd1I47QR6n;;sport
28;['1631444165576802305'];1631444165576802304;@barstoolsports This is like my favorite sport;;sport
29;['1631444164683395074'];1631444164683395072;@TBiolux Name me one sport or Esport where players dont trash talk eachother. I'll wait. If you're trash and throw my games I'm calling you trash;;sport
30;['1631444161491525632'];1631444161491525632;Is it wildcard time? Fantasy football tips https://t.co/x3aE2n8ThD https://t.co/mkeXccoqEU;;sport
31;['1631444161340616704'];1631444161340616704;RT @totalBarca: Henry on TyC Sport: “I already said it: everyone is afraid of Madrid and Madrid is afraid of Barça. They have not even been…;;sport
32;['1631444153761697792'];1631444153761697792;RT @sistoney67: Sir Martin Broughton: Ex-Liverpool chairman says state ownership better fit than private equity https://t.co/ssohQf4EQA;;sport
33;['1631444150905188355'];1631444150905188352;RT @CanadaGames: Following in her father's footsteps to the Canada Games, Emmalee McGuigan has the chance to play for @Team_PEI in the rink…;;sport
34;['1631444145892913153'];1631444145892913152;RT @FabrizioRomano: Hakan Çalhanoglu on new deal almost done with Inter: “I’m proud to stay here, I want to continue at Inter”, tells Gazze…;;sport
35;['1631444142654996486'];1631444142654996480;RT @magnetbrain: I’m a Paralympic champion and the fastest swimmer with disability in the world. But I’ll never be good enough to be an Oly…;;sport
36;['1631444124204187649'];1631444124204187648;@VibeRelay I love that show Also I love this take man 🤌🏿🔥 fire pov actually because everyone is kinda fresh like people in LA dress like that for sport is what I think 🤣🤣🤣🔥🤣🤌🏿;;sport
37;['1631444111709335553'];1631444111709335552;RT @skiminer36: How the hell do they have the broadcast rights to this league? How is this gonna grow the sport?;;sport
38;['1631444106869346305'];1631444106869346304;RT @PEcom_preps: St. Genevieve boys soccer wins school’s first CIF title – in any sport – since 1978 https://t.co/n8xV6nrucV;;sport
39;['1631444106315710464'];1631444106315710464;@ktoffa What's going to be your sport of choice?;;sport
40;['1631444101286461440'];1631444101286461440;RT @FabrizioRomano: Hakan Çalhanoglu on new deal almost done with Inter: “I’m proud to stay here, I want to continue at Inter”, tells Gazze…;;sport
41;['1631444099894063104'];1631444099894063104;@RMokan My response sounded more snarky than intended, too lol. This is the first time I've heard of tangible results of a 'future considerations' trade in any sport I think.;;sport
42;['1631444090469470208'];1631444090469470208;IS THIS HOW SPORT WORKS WHY R THEY PLAYING EVERYDAY;;sport
43;['1631444086342205440'];1631444086342205440;RT @MailSport: BREAKING 🚨 Barcelona are BANNED from summer transfer market https://t.co/3pkODvrvnE https://t.co/D5gA63YfC9;;sport
44;['1631444084387639296'];1631444084387639296;RT @nathenmikeuxl: LeBron KD and Steph are the only superstars to me. Their brand transcends the sport and they're the standard in the NBA.;;sport
45;['1631444081422356480'];1631444081422356480;"RT @F1: This is no ordinary sport 🔥

2023, we're ready for you!!! 💪

#BahrainGP #F1 https://t.co/kivGA4MdNn";;sport
46;['1631444080361197568'];1631444080361197568;Are we in the middle of a week long general election? BBC news website has not had a HYS for a non sport event all week.;;sport
47;['1631444077798629376'];1631444077798629376;"2023-03-03 07:59:11
👋💯💘😅🤐
Entire sport seem too box.";;sport
48;['1631444069821063168'];1631444069821063168;"RT @F1: This is no ordinary sport 🔥

2023, we're ready for you!!! 💪

#BahrainGP #F1 https://t.co/kivGA4MdNn";;sport
49;['1631444018482511874'];1631444018482511872;RT @EvolvingEmpathy: Not a Spectator Sport 😬🫣🤭😂💟☮️ https://t.co/X9OcEZrde5;;sport
