;edit_history_tweet_ids;id;text;intent
0;['1626008450734989312'];1626008450734989312;"RT @MarcIles: “People are going to think I am dour, or whatever, but I don’t care. There are still improvements to be made"" - Ian Evatt won…";sport
1;['1626008449837309952'];1626008449837309952;RT @ZaleskiLuke: @Jim_Jordan Jim is a traitor who makes a sport of lying about the government he’s supposed to be a part of. He’s refusing…;sport
2;['1626008445387423744'];1626008445387423744;@Cryptomnomiconz @cateecocat @songpinganq @JohnF1968 Killing to eat isnt bad, its completely normal. Killing for sport is different;sport
3;['1626008445295149056'];1626008445295149056;RT @UtdPlug: United taking over Barcelona 🇪🇸🔴 https://t.co/InzbIo7aUK;sport
4;['1626008435409186816'];1626008435409186816;"Science Park vs Central | New Jersey High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
The Central (Newark, NJ) varsity basketball team has a home non-conference game vs. Science Park (Newark, NJ) today @ 4p.";sport
5;['1626008431415918593'];1626008431415918592;RT @UtdPlug: United taking over Barcelona 🇪🇸🔴 https://t.co/InzbIo7aUK;sport
6;['1626008425854537730'];1626008425854537728;"Rahway vs Governor Livingston | New Jersey High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
The Governor Livingston (Berkeley Heights, NJ) varsity basketball team has a home non-conference game vs. Rahway (NJ) today @ 4p.";sport
7;['1626008418476761088'];1626008418476761088;@hornets @NovantHealth Watch Live Here: https://t.co/QZsYdI3AJQ;sport
8;['1626008415112921095'];1626008415112921088;"Glassboro vs Clayton | New Jersey High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
The Clayton (NJ) varsity basketball team has a neutral tournament game vs. Glassboro (NJ) today @ 4p.";sport
9;['1626008409425182721'];1626008409425182720;"RT @PolygonGaming: .@colexionNFT is bringing the world of cricket to #NFTs 🏏

Their upcoming launch commemorating Australia’s 2021 T20 Worl…";sport
10;['1626008403800739841'];1626008403800739840;RT @BWMcGair03: Former Woonsocket High multi-sport athlete Justo Colon pulling no punches in the ring. @Checkmate_J33 @whsnovanews @NovanFo…;sport
11;['1626008403523821569'];1626008403523821568;RT @Ronald42485964: @BrittanyLynne Get over yourself,,the Chiefs won, I was for them to win although I’m was originally for the Bengals,,fo…;sport
12;['1626008400655175680'];1626008400655175680;"@IonaItalia No, the bullies are the transactivists that demand we change the meaning of 'man' and 'woman'. The bullies are the ones that demand biological men be permitted in womens sport, changing rooms, prisons, and shelters, where they commit rape.
Matt is hitting back at bullies.";sport
13;['1626008389536059392'];1626008389536059392;"McNair Academic vs Newark Collegiate Academy | New Jersey High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
today @ 4p.";sport
14;['1626008377317855233'];1626008377317855232;"2023-02-16 07:59:42
Sport box water image break Congress.
 #推特账号 #万粉号 #涨粉 #增粉  https://t.co/1ozbOKopa5";sport
15;['1626008374730006529'];1626008374730006528;France women to face Serbia in Maillot's first match as coach https://t.co/LMvEHyv651;sport
16;['1626008373396135938'];1626008373396135936;RT @apmassaro3: Boycott russian sport;sport
17;['1626008371592835074'];1626008371592835072;"Wauneta-Palisade vs South Platte | Nebraska High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
The South Platte (Big Springs, NE) varsity basketball team has a home non-conference game vs. Wauneta-Palisade (Wauneta, NE) today @ 4p.";sport
18;['1626008363300421633'];1626008363300421632;"RT @DanCevette: If YOUR goal is to play a college level sport then YOU better be willing to sacrifice A LOT of time &amp; invest that time into…";sport
19;['1626008363225034752'];1626008363225034752;"RT @JeeYunTV: My first time trying #Cricket. What a great #sport. Thank you to @oscaschools &amp; the incredible staff/students at @ymcimustang…";sport
20;['1626008362700910593'];1626008362700910592;@hornets @spurs @wfnz @HornetsOnBally Watch Live Here: https://t.co/QZsYdI3AJQ;sport
21;['1626008361585242112'];1626008361585242112;"Worcester Tech vs AMSA | Massachusetts High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
Today @ 4:45p.";sport
22;['1626008352462446594'];1626008352462446592;@SkySportsF1 Yeah, whenever you win a race you can make a political statement, that's all about this sport;sport
23;['1626008340978614272'];1626008340978614272;https://t.co/y406HnFA7A News Arsenal 1-3 Manchester City: Gunners boss Mikel Arteta still believes his side can win title https://t.co/mqjWU6DExv https://t.co/Ad2TgdQke1;sport
24;['1626008325170282496'];1626008325170282496;RT @nkalamb: My Super Bowl observation is that this year we literally thought a player died in front of us and yet somehow allowed the NFL/…;sport
25;['1626008323912011776'];1626008323912011776;"FPCES vs Blackstone Valley RVT | Massachusetts High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
today @ 4p.";sport
26;['1626008322234089473'];1626008322234089472;Former Woonsocket High multi-sport athlete Justo Colon pulling no punches in the ring https://t.co/2aBN0Xho3g;sport
27;['1626008316617887744'];1626008316617887744;"I do not need any spectres yet
to eliminate you, you poor
sport pajama-wearing clown.";sport
28;['1626008314751377408'];1626008314751377408;Sorry but I, a real life sport competitor, just lost it at “…grind to drive…” https://t.co/5FtkzkTzlG https://t.co/cMBu2P8hT0;sport
29;['1626008307247853574'];1626008307247853568;RT @WhitchurchPE: Great day of sport ⚽️ group stages coming to an end soon then the finals 👍⁦@whs_cardiff⁩ https://t.co/RaamosGvAR;sport
30;['1626008302550413312'];1626008302550413312;"Whitinsville Christian vs Bethany Christian Academy | Massachusetts High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
Today @ 4p.";sport
31;['1626008301887528960'];1626008301887528960;"💘😍😆😋💫
Fight it head sport try common price economy.
toyota2.15  #互看 #处女 #呻吟  https://t.co/TqV7AVObVb";sport
32;['1626008298515300354'];1626008298515300352;"The Relationship Between Personality and #Sports [ UPDATED ]
🏀🥎⚽⚾⛸️🏏🏐🏈🏓🚴
Do individuals choose a sport to participate in based on their personality?
https://t.co/HG3JzuLkSm via #NESTAcertified
LIKE▪️SHARE▪️COMMENT";sport
33;['1626008297902931968'];1626008297902931968;@Azeralishere @USMNTvsHaters It really is! Same thing happened to Jesse Marsh at Leeds! Same thing happened to Weston at Juve! They say football is the worlds sport but want to Gatekeep it so much! Typical Europeans fan 😒;sport
34;['1626008283906560001'];1626008283906560000;@Pookie_Richter @CheerFessions1 Just looking out for athletes, friends, family, and industry standards. This sport is riddled with allegations and USASF doesn't do enough in my opinion.;sport
35;['1626008275446558725'];1626008275446558720;@mulatto_honey @UltraSWG @FightHaven Type that into google or watch any sport.;sport
36;['1626008275337478146'];1626008275337478144;Watching this poll is more thrilling than any sport, like a horse race but for cute animal ear hats;sport
37;['1626008265825062913'];1626008265825062912;"👋💫🤨💋😆
Customer sport growth return act reality plant.
#女m  #连麦   #  pic.https://t.co/wp6vAVhkSX https://t.co/74bA8Q5V2S";sport
38;['1626008258480857090'];1626008258480857088;When you look at data from people who have suffered immense personal wins or losses, such as achievement of great recognition in a particular field like music or sport, winning the lottery, or the loss of a child, or paralysing traumatic injury, you find that…;sport
39;['1626008251731963905'];1626008251731963904;RT @PoeticSoul8615: @LakotaMan1 Great picture. Haven't seen a Native from any land sport the true meaning of the swastika in the 1900s. Ver…;sport
40;['1626008250985635840'];1626008250985635840;"International Sports Academy vs La Lumiere Blue | Indiana High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b
Today @ 4p.";sport
41;['1626008247021801472'];1626008247021801472;RT @AuschwitzMuseum: 15 February 1943 | A Pole Józef Noji was shot in Auschwitz. One of the best long-distance runners of the 2nd Polish Re…;sport
42;['1626008234157916162'];1626008234157916160;"RT @BlueJacketsNHL: ""Hockey's a sport for everybody to enjoy""

Trenton Tribble and his family are all in on playing hockey together after g…";sport
43;['1626008230907490305'];1626008230907490304;@susanslusser @JohnSheaHey This all kinda sounds like a movie I've seen. But a different sport. https://t.co/4bAszmxBMx;sport
44;['1626008217024364549'];1626008217024364544;"Fairhope vs Auburn | Alabama High School Basketball Live Stream
ᴡᴀᴛᴄʜ ʟɪᴠᴇ ʜᴇʀᴇ📺 : ▶️ https://t.co/uibPzci81b

This game is a part of the ""2023 AHSAA Boys State Basketball Tournament (Alabama) - 7A"".";sport
45;['1626008215057010689'];1626008215057010688;fantastic tribute to snooker legend Doug mountjoy in legends of welsh sport on bbc1 Wales.;sport
46;['1626008199609348097'];1626008199609348096;One solution an industry wide strike! Alternatively move everything to Ireland and we will keep the sport alive as the BHA don't seem to have any interest in racing. https://t.co/Ymiw8gAHB4;sport
47;['1626008196530819072'];1626008196530819072;"ALERT: New high roller bet posted!
A bet has been placed for $5,019.24 on Alcaraz Garfia, Carlos - Djere, Laslo to win $6,725.78.
To view this bet or copy it https://t.co/984TLGfUnu https://t.co/p7eKZdG081";sport
48;['1626008190344388608'];1626008190344388608;@elonmusk @hoppar_app @SpaceX @DJSnM @spacex360 @SpaceXStarship @StarshipGazer @NASASpaceflight @Erdayastronaut @MarcusHouse @FelixSchlang @ErcXspace Sounds like the premise for a new extreme sport for people with more money than they know what to do with.;sport
49;['1626008185260724226'];1626008185260724224;Bryn Forbes' arrested for assaulting ex-pornstar girlfriend Elsa Jean https://t.co/ApkUP7Pm5B via @MailSport;sport
50;['1626008179783139329'];1626008179783139328;#Rihanna performs while pregnant at super bowl half-time show .....Please follow to show support..... https://t.co/kCpf03c0CL #stage #nfl #pregnancy #sport #liveshow #performance #halftimeshow #superbowl #americanfootball #rhiannapregnant;sport
51;['1626008170706489345'];1626008170706489344;@Tilted2Windmill @PeteSampson_ Kelly made 4 DCs power 5 head coaches and arguably the greatest oline coach in the history of the sport.;sport
52;['1626008165446737920'];1626008165446737920;"Cleveland Cavaliers Starting Lineup 2/15
 PG: Darius Garland
 SG: Donovan Mitchell
 SF: Isaac Okoro
 PF: Evan Mobley
 C: Jarrett Allen
https://t.co/o75oZ8vnE8";sport
53;['1626008147038031872'];1626008147038031872;"RT @SSFootball: 👉 First goal in four games
👉 First goal 𝐚𝐰𝐚𝐲 against the ‘big six’ in England

Erling Haaland is envitable 🔥

📺 Stream #ARS…";sport
54;['1626008136820617221'];1626008136820617216;Fernandez singled out by Chelsea legend Joe Cole after Dortmund's winner https://t.co/A1fDROkcL2;sport
55;['1626008135600144384'];1626008135600144384;RT @DailyMailUK: Pro surfing legend Bethany Hamilton will boycott World Surf League over transgender policy https://t.co/e3zIu02StY;sport
56;['1626008134991982592'];1626008134991982592;RT @Everytown: Alexandria Verner, 20, was a junior at Michigan State University. She was a three-sport athlete in high school, playing bask…;sport
57;['1626008129464074241'];1626008129464074240;"RT @seokjin_sama: Update:

Anyone: h-
Seokjin: Yoongi’s so good because he does &lt;insert random sport here&gt; nowadays";sport
58;['1626008126041493506'];1626008126041493504;"RT @MiguelDelaney: Raine contacted Qatar a month ago on Utd and initial response lukewarm

- mixed messages from Qatar and at PSG last nigh…";sport
59;['1626008115119550465'];1626008115119550464;"Full Touch Sport Smart Watch Men Women Heart Rate Fitness Tracker Bluetooth Call Smartwatch Wristwatch GTS 2 P8 Plus Watch+Box $14.98
click&gt;&gt;https://t.co/rLG4mkoHeG
#amazon #aliexpress #rt https://t.co/2TrmodwVAv";sport
60;['1626008113303232513'];1626008113303232512;NEWS: Arsenal 1-3 Manchester City: Gunners boss Mikel Arteta still believes his side can win title (via BBC Sport) https://t.co/g9SEXkUFBq;sport
61;['1626008103018975232'];1626008103018975232;"RT @RichieMills2: ""It’s all wrong, and I think the time has come to speak out. I am so angry and it’s something that goes beyond the salary…";sport
62;['1626008102322438144'];1626008102322438144;https://t.co/SKpgAuUf6g Wireless Earbuds, Wireless Headphones Bluetooth 5.3 Earbuds with 4 Mics, 2022 Bluetooth Headphones In Ear Buds Wireless Earbuds Sport, ENC Noise Cancelling Earphones, HiFi Stereo, LED Display, Blackhttps://i.imgur.com/ISRHEWs.png;sport
63;['1626008092348383232'];1626008092348383232;"How New York’s Rockaway Beach became a harbor for #Black #surfers
https://t.co/OwoXlzQCSa";sport
64;['1626008092046675969'];1626008092046675968;@iamyanieee_ Sport to be exact;sport
65;['1626008090112917505'];1626008090112917504;RT @LaEtown29: That's me and Ron Kittle Chicago white sox.  My great grandfather Jack Rosenberg is the other photo. Uncommitted athletes in…;sport
66;['1626008087869136896'];1626008087869136896;"RT @MFA_Ukraine: Central Army Sports Club and ""Dynamo"" are the largest military sports associations in #Russia. These clubs train athletes…";sport
67;['1626008072408760322'];1626008072408760320;@WTA @TennisChannel @ChrissieEvert @PHShriver @Tennis Trend in women's tennis that is ugly, and embarrising.  Quitting a tournament or match... there should be consequences, this has to stop.  It is bad sportsmanship. As leaders for women's sport - we need to do better!;sport
68;['1626008068688412673'];1626008068688412672;That's me and Ron Kittle Chicago white sox.  My great grandfather Jack Rosenberg is the other photo. Uncommitted athletes in every sport please send follower request and email address. https://t.co/f7BYcMjHAA;sport
69;['1626008067740672000'];1626008067740672000;"3M Peltor Sport Tactical Review 100 &amp;amp; 500 Electronic earmuffs Review 
https://t.co/kJVB4L0xu1 
3M Peltor Sport Tactical 100 Review &amp;amp; Peltor Sport Tactical 500 Review Yo! Guns down!";sport
70;['1626008066775781376'];1626008066775781376;"RT @heraldfootball_: 'Handing them the keys to Old Trafford claims a piece of the club that can never be recovered'

Would Manchester Unite…";sport
71;['1626008059964424195'];1626008059964424192;@Record_Sport hartson said this? Im shocked! 🤣;sport
72;['1626008054134104064'];1626008054134104064;Different sport for me tonight. Nets v Heat https://t.co/Q4vc8hORTA;sport
73;['1626008048341774337'];1626008048341774336;"RT @JeeYunTV: My first time trying #Cricket. What a great #sport. Thank you to @oscaschools &amp; the incredible staff/students at @ymcimustang…";sport
74;['1626008018268856320'];1626008018268856320;RT @UtdPlug: United taking over Barcelona 🇪🇸🔴 https://t.co/InzbIo7aUK;sport
75;['1626008014980550656'];1626008014980550656;@Christian_Gee17 I agree. I wonder how “effective” this will be. I feel like people have a good idea that this sport is slower pace than others. Nonetheless I’m onboard with change;sport
76;['1626008009749954563'];1626008009749954560;"RT @IanDoyleSport: The #LFC crowd loved it - and it set the tone for everything that was to follow tonight 🔴

https://t.co/U10FDcwQ4m";sport
