;edit_history_tweet_ids;id;text;withheld;intent
0;['1621297407504916480'];1621297407504916480;@nixon_coach @officialNix Lol and from the sport shows it shows u anyone can do it;;sport
1;['1621297382347481089'];1621297382347481088;RT @Ontrackphysio: @coachnewport @worldtriathlon Agreed. The Entry prices are prohibitive to competing at international level for some peop…;;sport
2;['1621297378916540419'];1621297378916540416;RT @CaneyCreekHS: Our first ever 6A district champion in any sport!!! Rubi Gonzalez!!! https://t.co/Gvls39R0rn;;sport
3;['1621297375535943686'];1621297375535943680;"Neville explains 'clumsy like' on Greenwood dropped charges tweet https://t.co/SFYavlRMrg @MailSport

Seems Mr Know it All doesn't know it all.";;sport
4;['1621297370892738560'];1621297370892738560;"RT @ZelenskyyUa: I thank 🇪🇪, 🇱🇻, 🇱🇹 &amp; 🇵🇱 for the principled position. The IOC's attempt to return athletes from RF &amp; Belarus to the Olympic…";;sport
5;['1621297354400845825'];1621297354400845824;"@BarryMu81985881 @Record_Sport No use me pointing this fact out as well as you &amp; other posts have already, KT never wanted to leave Celtic but the money offered Celtic told him he was going, I definitely think we'll see KT back in the Hoops at some point in time ✊🏼 🍀HH🍀.";;sport
6;['1621297353582854145'];1621297353582854144;@cronotoriously @realmaceblack Exactly… You have 53 athletically gifted men playing a violent sport… they aren’t all going to be perfect on and off the field. Odell has never been a problem, neither is Thibs… the media wants to make out to be.;;sport
7;['1621297345882214400'];1621297345882214400;@GavinThorpe5 I think it’s debatable that our board acts in the club’s best interest. That said, you’re right: no twitter opinion will change the board’s approach. I just see value in informed public discourse, and I enjoy talking about the interaction between sport and law, hence my thread;;sport
8;['1621297339783577601'];1621297339783577600;RT @josephcoyne: Totally agree on this one. Speaks to an inadequacy of sport sciences in being able to quantify certain aspects of physical…;;sport
9;['1621297337132892161'];1621297337132892160;"@wildcatnews @DaleBrownCourt When your profession - reaches people in such a positive way, far beyond the scope of the job - 
Then it should be permanently recognized. Dale went above and beyond. Now, I love Pistol. But to put it in perspective, as a humanitarian in the sport at LSU who had more impact ??";;sport
10;['1621297335165755395'];1621297335165755392;RT @ProtectWldlife: What a senseless waste. Why kill such a gentle creature? For 'sport'?!? For pleasure?!? Because it is something that yo…;;sport
11;['1621297316924739586'];1621297316924739584;Latvian sports officials criticize IOC's :  https://t.co/zjdagbHNAB via @LSM_eng;;sport
12;['1621297310318592002'];1621297310318592000;@daz3_7 @_stonyd @guardian_sport @JamieJackson___ Well it does matter, as the pictures and recordings have never been shown in a court of law. You can’t be found guilt on social media because somebody has made accusations, with circumstantial evidence. But, credit where it’s due, he was arrested, charged (wrongly in my eyes);;sport
13;['1621297309974675457'];1621297309974675456;RT @ITSBLYSSBBY: We should treat all forms of art like a competitive sport! I bet we'd get more creativity out of ppl;;sport
14;['1621297302915915776'];1621297302915915776;Ian Roberts: The double life and singular purpose of a rugby league legend https://t.co/3k5LOxv7f7;;sport
15;['1621297302827864065'];1621297302827864064;"RT @Russputin2: ABC News said Porter accepted the blame for Robodebt,  (then moved to sport)

I didn't hear him or anyone else say that, qu…";;sport
16;['1621297296381018112'];1621297296381018112;RT @JamesMelville: There should be a worldwide ban on bullfighting. This barbaric ‘sport’ should have absolutely no place in modern society…;;sport
17;['1621297293252071424'];1621297293252071424;@PooleHypeMan @NFL @EliManning I agree but wrong sport;;sport
