;edit_history_tweet_ids;id;text;withheld;intent
0;['1630719494950715392'];1630719494950715392;RT @chukowec: i really hope this is the fnaf movie https://t.co/kzDp9O7Ece;;movie
1;['1630719494438920194'];1630719494438920192;RT @SonyPictures: Bert Kreischer kicking ass. Mark Hamill on speed. Watch the trailer and grab your tickets now for #TheMACHINEmovie with a…;;movie
2;['1630719494384504833'];1630719494384504832;"@MadeInMycelium @NapsyLev Respectfully, calling this movie a 10/10 on the Internet is a great way to wave your uninformed flag.

Check out Asher Lev’s movie discord if you’re looking for more fine tuned recommendations in an environment where you can talk in depth about the films with other nerds!";;movie
3;['1630719493562593280'];1630719493562593280;"RT @_Maicadunbil: DONBELLE'S KARMA💅

MARCH 1: Top 2 Netflix PH Movie, Top 1 Netflix PH Films (Feb 20-26), Top 9 Netflix Global Films- Non E…";;movie
4;['1630719493465882625'];1630719493465882624;"RT @KayPikeFashion: Can you really have too many Wolverines in one movie?...
Here’s my #Wolverine / X-23 #bodypaint I painted on myself htt…";;movie
5;['1630719491846946816'];1630719491846946816;"Traditional size feeling beyond movie pick account.
yiplfckg  #天津  https://t.co/GaQerKQATk";;movie
6;['1630719491465179136'];1630719491465179136;RT @Yipitchi: Y'all are running out of shit to say about this movie I'm crying;;movie
7;['1630719489074495488'];1630719489074495488;@Douglovesribeye That’s true. I need to watch that movie again;;movie
8;['1630719485878337536'];1630719485878337536;RT @hiimbobbi: This movie is the sequel to a film that is a spin off for a character featured in the sequel of one of the biggest animated…;;movie
9;['1630719484997820416'];1630719484997820416;RT @LorTomo2: Disney Channel was in their BAG with this movie https://t.co/M18fZfg8FB;;movie
10;['1630719482535526400'];1630719482535526400;@MrFlagio @TimcastNews You talk about geo-politics like it’s a movie. The days of conquering empires like the old days don’t exist anymore chief. Putin isn’t blitzkrieging Eastern Europe. That’s fever dream Pearl clutching.;;movie
11;['1630719482267148288'];1630719482267148288;@WorthyValkyrie i think if pedro and chris were in the same movie id die on the spot;;movie
12;['1630719480908197889'];1630719480908197888;RT @Coelasquid: This is a hard thing to explain or quantify, but a lot of these Disney movies that come out and then kind of blink out of e…;;movie
13;['1630719480119676933'];1630719480119676928;@DiscussingFilm Another trash Disney movie;;movie
14;['1630719479490711552'];1630719479490711552;@DrLoupis Dicaprio was a lousy actor long ago when he began. Any movie with him has only been instant trash;;movie
15;['1630719478819586048'];1630719478819586048;"RT @getFANDOM: 'Deadpool's Karan Soni will be the voice of Spider-Man India in 'Spider-Man: Across the Spider-Verse'

(via @OneTakeNews, @T…";;movie
16;['1630719478764908545'];1630719478764908544;RT @LarryLambert6: I just published Was Plan 9 From Outer Space the Worst Movie Ever? https://t.co/wzAbJ4CAmx;;movie
17;['1630719474763542529'];1630719474763542528;RT @belllmonts: i don't want to give that stupid corridor video anymore attention but i do want to tell people to just watch the original v…;;movie
18;['1630719474524631040'];1630719474524631040;@Films_At_Home Can u imagine a Marvel or DC horror movie. Alternate universe or even batman who laughs. Bruh.... Think of the MONEYYYYY;;movie
19;['1630719473605902339'];1630719473605902336;RT @jacobposting: remains very funny that Spielberg invented a girlfriend for himself in his autobiographical movie;;movie
20;['1630719473480261632'];1630719473480261632;RT @FirstOrderPixie: The difference between saying mean things about a Marvel movie and saying mean things about a fanfic is the difference…;;movie
21;['1630719472674787331'];1630719472674787328;@doxford_ @WilliamBouchar5 @JamesDylan__ @PopBase although i do believe gay actors should get more of a platform in hollywood, just because a character in a show/movie may be gay, it doesn’t mean they are always going to be able to hire an actor with the same sexuality, and maybe it would be good in audition calls;;movie
22;['1630719470133026817'];1630719470133026816;"@NewShoegazeFan @kaceytron @Dexerto I don't know how you could support a mental illness. If you're going to support them support them in getting the help they need. There are only 2 genders men &amp; women anyone who thinks otherwise is sick &amp; needs real help. This ain't a Sci-Fi movie.";;movie
23;['1630719468052664322'];1630719468052664320;RT @belllmonts: i don't want to give that stupid corridor video anymore attention but i do want to tell people to just watch the original v…;;movie
24;['1630719466400108544'];1630719466400108544;"RT @PopCrave: Diego Calva says he and Jacob Elordi will play lovers in the film adaptation of ‘On Swift Horses’:

“I don’t know if I can sa…";;movie
25;['1630719466014412801'];1630719466014412800;RT @supermariomovie: Wahoo! The #SuperMarioMovie is moving from April 7 to April 5 in the US and in more than 60 markets around the world.…;;movie
26;['1630719465900965889'];1630719465900965888;"RT @DiscussingFilm: Warner Bros Discovery hopes to turn ‘LORD OF THE RINGS’ into a franchise like ‘STAR WARS’.

(Source: https://t.co/vRqwL…";;movie
27;['1630719465745793028'];1630719465745793024;Cannot wait to see this movie. Going to rewatch the first two before me and my dad go see it. https://t.co/PaQOrCqZiO;;movie
28;['1630719465590587393'];1630719465590587392;RT @ShadowKnightDK: DEADPOOL 3 WILL BE THE FIRST R-RATED MOVIE OF THE MCU! https://t.co/ecYfHjwAtz;;movie
29;['1630719465561423872'];1630719465561423872;RT @guingonabart: So I see they’re really pushing the falsehoods of D. Yap’s movie about Ninoy. Iba talaga ang may puwesto at pera ano? One…;;movie
30;['1630719465255055362'];1630719465255055360;@greglaurie Enjoyed the movie! Impactful;;movie
31;['1630719463375945730'];1630719463375945728;Movie night in the human realm #huntlow #toh https://t.co/Cpi4wThZID;;movie
32;['1630719463359217670'];1630719463359217664;RT @theaaronschmit: The Beret Girl from Extremely Goofy Movie https://t.co/H5et4mSaBz;;movie
33;['1630719462511968256'];1630719462511968256;/ I LOVE THE HOBBIT TIKTOK ISTG mans was sTRESSED the entire movie 🤣😭 https://t.co/akm5i8jBZr;;movie
34;['1630719461673287680'];1630719461673287680;RT @RichTate: MANIAC is probably my favorite unhinged slasher that isn’t TEXAS CHAINSAW MASSACRE. The film doesn’t waste a moment. It’s suc…;;movie
35;['1630719460767154177'];1630719460767154176;I forgot this movie was in the works. I was watching Hook a night ago thinking I’d like to see another Peter Pan film. https://t.co/2AvpdAhMX3;;movie
36;['1630719458816954368'];1630719458816954368;Movie Night on JTOLTV Talk https://t.co/4cqcLDZ3Sm;;movie
37;['1630719456065253378'];1630719456065253376;RT @SlowStroke7: What would you do if I pulled this out while watching a movie together ? 😜 https://t.co/nFHweZXoK7;;movie
38;['1630719451917172737'];1630719451917172736;movie is called “hail the judge” https://t.co/hiCZmsiu64;;movie
39;['1630719451837640705'];1630719451837640704;RT @belllmonts: i don't want to give that stupid corridor video anymore attention but i do want to tell people to just watch the original v…;;movie
40;['1630719451086860290'];1630719451086860288;RT @DemocratCali: @MajesticResists She's from another planet. Now we know what's wrong with the GOP. 3 toed clones  have invaded. Check all…;;movie
41;['1630719449388154880'];1630719449388154880;RT @HowThingsWork_: The M134 Mini Gun with tracers looks like something straight from a sci-fi movie while demolishing this Jeep. It can fi…;;movie
42;['1630719448431702018'];1630719448431702016;@maddiekeroro I can’t remember the movie people say it’s good but fuck them but you say it’s good so I’m willing to allow it;;movie
43;['1630719442564042752'];1630719442564042752;Club scene in Collateral… one of my favorite scenes in any movie ever?;;movie
44;['1630719442530304000'];1630719442530304000;"RT @AlexthegreatOF: 𝐓𝐇𝐎𝐍𝐆𝐒 🆙 ▶️Full Movie
(all parts included selling at -𝟰𝟬% 𝙙𝙞𝙨𝙘𝙤𝙪𝙣𝙩 )
POV mode recording me passive only for you 😈😈😈
Thi…";{'copyright': False, 'country_codes': ['ID']};movie
45;['1630719439782961152'];1630719439782961152;RT @GRDecter: Good Morning Everyone! Last night I did some serious analysis on which actors should play the FTX team in the upcoming Hollyw…;;movie
46;['1630719439015657472'];1630719439015657472;"RT @WearerOfFineThi: Nearly burst into tears upon seeing this poster. A Brown boy as Peter Pan? It’s everything I’ve ever wanted. 
If I see…";;movie
47;['1630719435836391424'];1630719435836391424;@allquietmovie Great movie;;movie
48;['1630719434846269443'];1630719434846269440;RT @RoxieWolf18: People PLEASE stop going to the FNaF filming locations, spying on them, taking pictures and recordings, and posting them o…;;movie
49;['1630719433974108160'];1630719433974108160;"RT @getFANDOM: 'Deadpool's Karan Soni will be the voice of Spider-Man India in 'Spider-Man: Across the Spider-Verse'

(via @OneTakeNews, @T…";;movie
50;['1630719433764225027'];1630719433764225024;@ya_ya_ya_ya79 @GlassEyePix also the first movie is by lin manuel miranda haha 🤭;;movie
51;['1630719433634193409'];1630719433634193408;@fiona_videos @vidsthatgohard movie is called “hail the judge”;;movie
52;['1630719432560459777'];1630719432560459776;Grave of the firefiles the saddest movie I've seen;;movie
53;['1630719432531271680'];1630719432531271680;@moviemaven2023 Stupid movie. And terrible acting.;;movie
54;['1630719431973253123'];1630719431973253120;RT @yabaleftonline: Lady shares new movie script https://t.co/BQrkYAYZKM;;movie
55;['1630719429955952640'];1630719429955952640;@batknight66 Homecoming is the best first Spider-Man movie and it’s not even close;;movie
56;['1630719423546904576'];1630719423546904576;@_chiefagbabiaka To them everything is a movie.;;movie
57;['1630719422934425600'];1630719422934425600;RT @LorTomo2: Disney Channel was in their BAG with this movie https://t.co/M18fZfg8FB;;movie
58;['1630719420208119809'];1630719420208119808;RT @8changbin: if we take out the modern days scenes and the credits, the length of the movie titanic is 2h40min which is how long it took…;;movie
