;edit_history_tweet_ids;id;text;intent
0;['1621659799250436097'];1621659799250436096;This new Twitter update getting rid of all the lyric bots , poems, movie/show/book quotes , etc is my last straw ! Elon must hate silly little fun things 🙄;movie
1;['1621659797845057538'];1621659797845057536;This poster looks so freaking cool! I'm so excited for this movie. Let's go!🤩💕 https://t.co/loVQyG9dbu;movie
2;['1621659797794816000'];1621659797794816000;@yeadosi Yes yes! The only movie I’ve seen is one night with the king , but I need a proper big budget one 😭;movie
3;['1621659797333368834'];1621659797333368832;"RT @RAFAELALENCAR: “Piss Inside Your Ass”
new movie with: @RafaelMovies @RafaelAlencarUS https://t.co/9EJ1ehlSXK";movie
4;['1621659795835985920'];1621659795835985920;@cdotharrison Screw high school basketball, make your next movie about him instead.;movie
5;['1621659794988998657'];1621659794988998656;"RT @TeaServingCake: #YangMi show support to ""China Ping Pong"" and cheering the movie on. #cpop https://t.co/3oLWdimw5q";movie
6;['1621659793847894021'];1621659793847894016;RT @army_btslife: That’s so cool that the band got together to check out the movie in theaters! https://t.co/aKIFJoaPO4;movie
7;['1621659791885049856'];1621659791885049856;RT @zentangent: @TheRichFromCali @krassenstein @CalltoActivism @CheriJacobus @PamKeithFL @TamieUSCongress for possible 'actions template',…;movie
8;['1621659791796862976'];1621659791796862976;RT @hollywoodhandle: A new poster for ‘THE SUPER MARIO BROS. MOVIE’ has been released. https://t.co/RyeS3tafF0;movie
9;['1621659791784386565'];1621659791784386560;"This poster for the upcoming Mario movie looks amazing!!!🤩

This movie’s definitely gonna be awesome!!! https://t.co/7Am8l73P5i";movie
10;['1621659791503376386'];1621659791503376384;RT @anythingbott: Movie Mario think they Carti.. 🤦🏿 https://t.co/mFNusnbvmi;movie
11;['1621659790643716096'];1621659790643716096;@amadcartoonist I know too much about this movie given I haven't seen it.;movie
12;['1621659789712392193'];1621659789712392192;Netflix is definitely thinking of making a movie out of “djalli mes nesh” #BBVIPKS;movie
13;['1621659789334831104'];1621659789334831104;Now rewatching the 1966 British thriller “Psycho-Circus” (AKA Circus of Fear) with Christopher Lee. Not to be confused with the similar “Circus of Horrors” from 1960 #movie #movies #MoviePoster #HorrorMovies #HorrorCommunity https://t.co/6Dp1DHkxci;movie
14;['1621659788009414658'];1621659788009414656;RT @NintendoAmerica: Check out the official poster for The Super Mario Bros. Movie! We're getting closer to the release, look forward to it…;movie
