;edit_history_tweet_ids;id;text;withheld;intent
0;['1631444272393367552'];1631444272393367552;RT @moodzea: This is so beautiful, it’s like a movie scene, seungyoun with his elements, live singing, dreamlike ambiance, with his fave dr…;;movie
1;['1631444272011436032'];1631444272011436032;RT @silverkyuubi17: Colored an animation I did in one of my 2d classes. Also tried doing a brother bear style background, so used a few pai…;;movie
2;['1631444270002638848'];1631444270002638848;"RT @skzcheonsa1004: PARADISE FOR DORAEMON THE MOVIE 
#Paradise_ProdBy3RACHA #NiziU #3RACHA #ドラえもん @NiziU__official @Stray_Kids @doraemonCha…";;movie
3;['1631444267804639233'];1631444267804639232;RT @lowgradef: Teacher downloads a movie to show her class https://t.co/rqlXEIWZjD;;movie
4;['1631444267691388928'];1631444267691388928;@Crimson_Mayhem_ I don't deny it's exceptionally well animated. But a Pixar movie being well animated stopped being notably credit worthy about the time that Disney bought them. When you can easily afford good animation, it doesn't count for as much.;;movie
5;['1631444264818180096'];1631444264818180096;RT @EndWokeness: Watching a movie in 2023: https://t.co/ykXfy5ikEz;;movie
6;['1631444264516476928'];1631444264516476928;RT @bara_moe_bltch: No because why did noone of you bitches tell me this was a pedophile movie when this first released https://t.co/Tr9QqU…;;movie
7;['1631444263819943937'];1631444263819943936;RT @BenStinar: Buddy Hield 2016. Oklahoma. Was a movie. 🎥 https://t.co/vbEpB51jS9;;movie
8;['1631444261458653184'];1631444261458653184;RT @nothingonini: just imagine him in a role of a psychopath in a movie. PLEASE I DON'T ASK FOR ANYTHING ELSE. https://t.co/j5GgZGVP4R;;movie
9;['1631444260124782593'];1631444260124782592;@Bart2389 That's fine if you don't like it, that happens. Is it the worst sequel to a Marvel movie? Hell no, Rise of the Silver Surfer takes that crown, but it's not a great one, that's for sure, and I get soms of the hate, but I think it gets overhated;;movie
10;['1631444258933862400'];1631444258933862400;RT @yuyuholic: NAKAMOTO YUTA DEBUTED AS AN ACTOR WITH STRONG CHARACTER IN A MOVIE AND NOW HE WILL BE STARRING AS A CLUMSY CHARACTER IN DRAM…;;movie
11;['1631444257469878274'];1631444257469878272;DEAD BY DAYLIGHT MOVIE ?!;;movie
12;['1631444256886775810'];1631444256886775808;@idriselba @NetflixUK @strongblacklead Love the movie!!;;movie
13;['1631444256098246657'];1631444256098246656;RT @weevmo: My prediction for the #Mario Movie is this, basically 😆🐢 https://t.co/WpDC5o0IFV;;movie
14;['1631444251618816001'];1631444251618816000;@babykonfront @bellaxedward666 The scene after this where she shoves her whole foot in Tarentinos mouth is the most ridiculous thing I've ever seen in a film. Like how did NOBODY tell him that was weird and maybe we shouldn't put that in the movie?;;movie
15;['1631444248406134785'];1631444248406134784;"RT @theindianthakur: So it’s been 4 years since #Yajamana movie released around this time Back in 2019 and became a mass Hit!
4 years later…";;movie
16;['1631444248351621123'];1631444248351621120;RT @NovaQuinn_3375: This women is a beast!!! Congratulations 🎊 @JLo @joshduhamel I’m addicted to this movie and have so far watched it 11 t…;;movie
17;['1631444248087150594'];1631444248087150592;RT @whatsupscarlett: Project Artemis gonna wrap soon so this means Scarlett will have time to do the rumored Nancy Meyers movie or even pre…;;movie
18;['1631444247911051265'];1631444247911051264;RT @mpowerkm1: Training Day Movie: King Kong ain’t got ‘stuff’ on me!  #RYSFISK  62;;movie
