;edit_history_tweet_ids;id;text;withheld;intent
0;['1623834127240773635'];1623834127240773632;RT @neimykanani: The movie we actually deserve https://t.co/cvh39USbBd;;movie
1;['1623834125990756354'];1623834125990756352;RT @x_jas9263: @xSirLean I'm baffled at the fact that y'all put a whole ass movie on Twitter;;movie
2;['1623834125797937153'];1623834125797937152;@deoncole Fabelmans, that movie was boring as a podcast;;movie
3;['1623834125361717248'];1623834125361717248;"RT @jeffstorobinsky: American composer Burt Bacharach has passed away at age 94. May his memory be a blessing

Little known fact, he compos…";;movie
4;['1623834122127912962'];1623834122127912960;@LauraLynnGrant Movie version of the musical!;;movie
5;['1623834120487927813'];1623834120487927808;"RT @BagaraRice: Name: chiranjeevi
Movie tagore
Age at the movie time: 50

https://t.co/6jtEC1AXPW";;movie
6;['1623834120173543426'];1623834120173543424;@DisneyParks @Disneyland @WaltDisneyWorld @DisneyAnimation At least the movie depicts a decent example on how minorities and lower income individuals, put in a lot of time and work into making things nice for white people who don’t see a problem and expect people to stay in there lane.;;movie
7;['1623834119279898626'];1623834119279898624;@Wrath0fSin @quiddie is more problematic than what's written in the books. How much responsibility she has for that is debatable. But those goblins are nearly 1-for-1 caricatures come to life, and in the first movie even features decorations that are remarkably similar to a Star of David.;;movie
8;['1623834118147518464'];1623834118147518464;RT @AttractionsTV: Enjoy this Peter Pan's flight POV for the Peter Pan movie's 70th anniversary.  #WaltDisneyWorld https://t.co/1AS5O8YhyN;;movie
9;['1623834118134824963'];1623834118134824960;RT @TheOutwaters: Thanks to all the theatres who took us in, especially @sunraycine in Florida, who were first to respond to their patrons…;;movie
10;['1623834117988319232'];1623834117988319232;I’m not really feeling kiki movie today;;movie
11;['1623834117849722880'];1623834117849722880;RT @ariibabyyy03: $3 VALENTINES SALE 🥵 claim in comments for free movie/dick rate😍💦 https://t.co/8juQRjfMVP;;movie
12;['1623834116960530433'];1623834116960530432;Headed to this movie premiere, let’s see what’s good with Creed III;;movie
13;['1623834116859854854'];1623834116859854848;"RT @JackmansLanding: *Update*
Sadly, we have now learned that Hugh will not be able to join the Q&amp;A after todays screening of #TheSon But t…";;movie
14;['1623834115865735168'];1623834115865735168;RT @DarkFoxTeam_: Love how the anime director of Kubo Won’t Let Me Be Invisible is looking forward to the Black Clover movie. It’s great to…;;movie
15;['1623834115135967233'];1623834115135967232;Him grinning looks like a nightmare,very scary like the movie chucky or magi with Anthony Hopkins and a ventriloquist doll just like the dolls grin omg lol.;;movie
16;['1623834114880045058'];1623834114880045056;"RT @PollSter_Mike1: ~ #Oscars  Winners Series ~
Years ending in 3
#movie #Cinema 

Argo (2012)
Chicago (2002)
Mrs. Miniver (1942)
The Great…";;movie
17;['1623834114842415105'];1623834114842415104;RT @siganbaliando: @liiizzzzzzzzzz guys i watched a sad movie and it made my chest feel kinda choked up, i think i unlocked an anxiety? wha…;;movie
18;['1623834111499460609'];1623834111499460608;RT @vidsthatgohard: Fuck it, The SpongeBob Squarepants Movie🍿https://t.co/F5H3xB6B72;;movie
19;['1623834110635433989'];1623834110635433984;RT @vidsthatgohard: Fuck it, The SpongeBob Squarepants Movie🍿https://t.co/F5H3xB6B72;;movie
20;['1623834110606168066'];1623834110606168064;RT @originalspin: The inside of a cello looks like a place where something whimsically unspeakable happened in a Guillermo del Toro movie h…;;movie
21;['1623834110312730627'];1623834110312730624;"RT @Thalapathy_md: In comments section Everyone asking Thuppaki &amp; Kaththi movie But MB deserves AVPL &amp; Bichagadu more than that for a Prefe…";;movie
22;['1623834109759066113'];1623834109759066112;RT @ZoeRoseBryant: Honestly thank god for Universal bc they’re one of the only movie studios taking risks on wild and weird original pitche…;;movie
23;['1623834109104586752'];1623834109104586752;"RT @morocholatino44: interview in the sauna with my friend montana tells me about her sex life that she has on onlyfans
We ended up very ho…";;movie
24;['1623834108970295297'];1623834108970295296;RT @jaythechou: I Photoshop paddington into a movie, game, or TV show until I forget: Day 702 https://t.co/7PE5GrrWIE;;movie
25;['1623834108706054145'];1623834108706054144;RT @upblissed: spongebob movie https://t.co/kqy06gOSOm;;movie
26;['1623834107691032576'];1623834107691032576;I won the Darn Darn Darn Darny Darn! achievement in The LEGO Movie Videogame for 23 points on #TrueAchievements https://t.co/Mys2diZgyD;;movie
27;['1623834107158437888'];1623834107158437888;@siganbaliando @liiizzzzzzzzzz you're mimicking the emotions of the movie to fill a void because you don't have any emotions of your own, it's called emotive replication dysfunction and it could mean you're a psychopath:/;;movie
28;['1623834106508333056'];1623834106508333056;five toy stories. one hannah montana: the movie. you see the problem?;;movie
29;['1623834104692195328'];1623834104692195328;"RT @PollSter_Mike1: ~ #Oscars  Winners Series ~
Years ending in 4
#movie #Cinema 

12 Years a Slave (2013)
Terms of Endearment (1983)
From…";;movie
30;['1623834103039635456'];1623834103039635456;"""I love you Phillip Morris"" is an underrated movie. 
there, it had to be said";;movie
