;edit_history_tweet_ids;id;text;withheld;intent
0;['1625283678090969090'];1625283678090969088;"LOVEBITES / Glory To The World [MUSIC VIDEO] https://t.co/70sWykUAz4 @YouTube

For everything to be wonderful in the world.

#LOVEBITES 
#JudgmentDay 
#HeavyMetal https://t.co/owBy4id567";;music
1;['1625283677616803840'];1625283677616803840;I don’t even know if I’d want them to tell me what I should or shouldn’t do for athletics or music or anything if I don’t know who they are and they are telling people who wouldn’t tell me what to do what to do;;music
2;['1625283677352607747'];1625283677352607744;"RT @ririoncharts: Streams of Rihanna's albums yesterday on Spotify: 

ANTI — 4.740.763
Good Girl Gine Bad — 4.283.544
Unapologetic — 2.971.…";;music
3;['1625283675104620545'];1625283675104620544;RT @futakuchimana: Enmity is live on Spotify, on the exact date of my 2nd Anniversary. Happy Valentines Day, mfers! If you dont or have a d…;;music
4;['1625283674752307200'];1625283674752307200;"RT @NCT_OFFICIAL_JP: ＜Best Friend Ever＞
Memories#12
Music Video Shooting📹
#JAEMIN

#NCTDREAM #BestFriendEver #BFE_NCTDREAM #BFE https://t.c…";;music
5;['1625283673896411136'];1625283673896411136;"@POTUS @JordanBazouzi @armyzn
 Hello everyone have you also been searching for someone to help you to gain real and targeted audience  for your spotify listeners if yes here you are so kindly contact him now https://t.co/TkaT8T4H5B #Spotify_BEFIRST #SpotifyDown";;music
6;['1625283672524873729'];1625283672524873728;RT @UjuAnya: So, what came before the white man sang the national anthem that she wished wasn’t there? Black people, Black music, Black cul…;;music
7;['1625283669634998274'];1625283669634998272;RT @jas60454: This woman will always be my all time fav she has my heart and has gotten me through so many things since becoming a fan and…;;music
8;['1625283667294814209'];1625283667294814208;"RT @BEFIRSTofficial: BE:FIRST 'Boom Boom Back'

▼Music Video
https://t.co/YdpukdC84J

▼Download &amp; Streaming
https://t.co/eT91sBERfx

#BEFIR…";;music
9;['1625283666703269890'];1625283666703269888;"@rosavite12 #SSMA Nominee
Contact me at Dfbookings.teach@yahoo.com
Tacoma Wa's favorite stoner 253 🔥🎵
Dysfunctional Family LLC Music Label CEO
Have a Good DAY 👇🏾
https://t.co/sAKAPS5x5K";;music
10;['1625283666367885312'];1625283666367885312;"RT @saemochi_saemin: 2/13🗳①

2023 iHeartRadio Music Awards 

I'm voting for #YetToCome for #BestMusicVideo at the #iHeartAwards";;music
11;['1625283665554030595'];1625283665554030592;@elonmusk Give me my old account back. I was banned for using videos with music I purchased from a video creator app that has a direct upload to Twitter. Make it make sense. 😩😩;;music
12;['1625283664660807681'];1625283664660807680;"RT @softmattheww: Seok Matthew - Hot by Seventeen Dance Cover Audition Cut 

(without reactions voice/with music only to appreciate more ho…";;music
13;['1625283663972954113'];1625283663972954112;"RT @JJK_VotingTeam: 📢Vote for left and right 

🗳️1000 REPLY
🗳️1000 RT

I vote #LeftandRight for #BestMusicVideo at the #iHeartAwards🏆

Vote…";;music
14;['1625283663553343488'];1625283663553343488;Copyright Chrysalis Music https://t.co/c79hmrPAN5;;music
15;['1625283662668509184'];1625283662668509184;RT @bookpoets: is that why you play your music so loud? https://t.co/jT4nvMnDet;;music
16;['1625283662613815297'];1625283662613815296;idk like she literally didn’t need to do this performance and she would be set the rest of her life if she never gave us music and she knows that 😭😂;;music
17;['1625283662458626050'];1625283662458626048;"RT @XingTerminalSG: 230213 LAY Studio Weibo Update

""Connecting to music genes, solving the passcode of love
D.N.A Music Alliance -- [D.N.A…";;music
18;['1625283661909065729'];1625283661909065728;"RT @RollingStone: Jimin's solo debut album is only a few weeks away and he has big plans for its arrival. ✨

During a recent WeVerse stream…";;music
19;['1625283661670096899'];1625283661670096896;"u have 12 seconds when metamask mobile loads 

some music while you wait on hold would be a nice feature https://t.co/XoJ2Ozb1oc";;music
20;['1625283660877537280'];1625283660877537280;"RT @dustopian: @Gordon_Kushner @notscrappy530 Listening to the live one at the lake house with brothers...

Came to that extraneous line ""D…";;music
21;['1625283660726571008'];1625283660726571008;"RT @RollingStone: Jimin's solo debut album is only a few weeks away and he has big plans for its arrival. ✨

During a recent WeVerse stream…";;music
