;edit_history_tweet_ids;id;text;intent
0;['1626008453759086592'];1626008453759086592;"@electwave_music @MarEthr @italianostyle2 @R3_Adv @BrettMGWV2 @louzival2011 @TCTrigilloFahad @Jemaco40 @binzood1 @RafaelALunaA1 @ivymarina1 @GulabGandhi7 @PaulMer53 @1TG00 @007Billadeera @dirtybaunzZ @photomasu @himoo__93 Thanks for the ride with these awesome patriots!
🎵♥️🎵♥️🎵♥️
♥️🎵♥️🎵♥️
🎵♥️🎵♥️
♥️🎵♥️
🎵♥️
♥️
Follow this amazing friend and conductor! He is uniting patriots!!
@electwave_music 

@lisahudsonchow7
      We follow back https://t.co/COBqFvpYoO";music
1;['1626008453352239104'];1626008453352239104;"RT @priconne_en: Let's all sing a song together, Knights! 🎶🎶

Starting from the 15th of February onwards, music from Princess Connect! Re:…";music
2;['1626008452001562624'];1626008452001562624;"RT @gotIucky: No Drama
No Rape Allegation’s 
No Scandals 
No Arrests

Just fire music &amp; good energy 🔥🤷🏽‍♂️ https://t.co/jYxMIr2Yho";music
3;['1626008450382667778'];1626008450382667776;♫ #NowPlaying  Autolux - Change My Head https://t.co/rD29ZbXvSH ♫;music
4;['1626008449644630016'];1626008449644630016;wtb apple music;music
5;['1626008448730005504'];1626008448730005504;RT @bluemeetspurple: ending this day with my favorite sunoo music show performance clip https://t.co/sPS41LDtgA;music
6;['1626008448465862657'];1626008448465862656;"Y’all I’m on the bus pls tell me why this random ass fucking man made me pause my music &amp; then gonna say “what would you do if I pulled out a ring and asked you to marry me rn” he don’t even know how irritating my day been, nigga I might just stab you gtf out my face FR!";music
7;['1626008448302215169'];1626008448302215168;5th grade music class https://t.co/mbmbZVJIOY;music
8;['1626008447106928642'];1626008447106928640;"#Now playing on https://t.co/ZUobQE6rnZ
Vernard Music Dr. Vernard Johnson - Whose Side Are You Leaning On
Please Retweet!";music
9;['1626008443793592321'];1626008443793592320;"RT @CCMAawards: ▪️Mubeat Giveaway▪️
'Music Core Pre-Voting [Ep. 790]'🏆

🏅 300 beats

Rules ʕ⁠´⁠•⁠ᴥ⁠•⁠`⁠ʔ
⑆ Must follow 
@CCMAawards

⑆ Like…";music
10;['1626008443470376960'];1626008443470376960;she’s everywhere this just came on shuffle  https://t.co/UiOM2fecHT;music
11;['1626008442824450051'];1626008442824450048;"RT @PopCrave: Rihanna says she wants to drop her ninth studio album this year: 

“Like, honestly, it’d be ridiculous if it’s not this year.…";music
12;['1626008441134395394'];1626008441134395392;The hip hop music in the late 90s and early 2000s is way better than the hip hop music out now.;music
13;['1626008440903712768'];1626008440903712768;"RT @InqEnt: Korean singer Young Tak on resurgence of trot, working with Pinoy artists

https://t.co/Bt7FAuKsT5

@InqEnt #youngtak @zerotako…";music
14;['1626008440677056512'];1626008440677056512;"RT @TeamJJKUSA: 🗳️ Let’s see some ⬅️➡️ i❤️ Best Music Video VOTES‼️

I vote #LeftandRight for #BestMusicVideo at the #iHeartAwards 

RETWEE…";music
15;['1626008440467517440'];1626008440467517440;"RT @CCMAawards: ▪️Mubeat Giveaway▪️
'Music Core Pre-Voting [Ep. 790]'🏆

🏅 300 beats

Rules ʕ⁠´⁠•⁠ᴥ⁠•⁠`⁠ʔ
⑆ Must follow 
@CCMAawards

⑆ Like…";music
16;['1626008439204741120'];1626008439204741120;RT @RightWingWatch: Here is right-wing pastor John Hagee ranting in 2013 that rock music “is nothing more than Satanic cyanide” that needs…;music
17;['1626008435731886083'];1626008435731886080;@Zunikara Oooh very cozy! Music is always a good tool 🥰;music
18;['1626008434968760320'];1626008434968760320;RT @BEYAWONCE: music was better when they were in the illuminati https://t.co/B1EGXrBLEN;music
19;['1626008434821693441'];1626008434821693440;#ThePiano Freakin awesome! #music https://t.co/vNPYVZZ3KZ;music
20;['1626008433416896513'];1626008433416896512;RT @BrokenHipsterNN: @BadHazRecords @Rooftopmuzik @Dezuz Have you noticed that to or maybe you like that kind of edm.? I use to be a fan of…;music
21;['1626008431806013441'];1626008431806013440;"RT @radiocomusic: ❤️ Happy Valentine's Day ❤️
Only 10 days until the release of ""Keep On Ramblin""! The long-awaited third album will be lis…";music
22;['1626008430572969986'];1626008430572969984;"RT @BNXN: ‘GWAGWALADA’ out now ❗️
produced by @beatsbysarz 👨🏾‍✈️

⛽️⛽️⛽️⛽️⛽️
https://t.co/mCiNpPCnaQ https://t.co/IVs9MnFJYn";music
23;['1626008429440667648'];1626008429440667648;"RT @redfaneternity: BTS💜ARMY💜FOREVER💜🌈✨  

iHeartRadio Music Awards📣(ˊᗜˋ*)و⚑""    
Best Fan Army🏆    

I'm voting for #BTSArmy for #BestFanA…";music
24;['1626008429318791168'];1626008429318791168;"RT @NashvilleSC: Join the party this Saturday at Walk of Fame Park to celebrate the launch of our new jersey.

This'll be your first chance…";music
25;['1626008426831572992'];1626008426831572992;Right now I'm obsessed with the music of Gracie Abrams i love u❤️‍🩹 https://t.co/fwoC9QAA17;music
26;['1626008424680157184'];1626008424680157184;RT @tanaa_mon: Hello! My name is kal, my pronounce are she/her. i love listening to music and i'm still a minor. Let's be moots! Just rt my…;music
27;['1626008423648178176'];1626008423648178176;RT @jake_hartxx: POV you met a hung skater dude at the bar, he took you home to drill your hole while blasting metal music https://t.co/LvX…;music
28;['1626008423354576899'];1626008423354576896;WELCOME https://t.co/oDfEoODZjP #urbanbuzzmagazine #wkps #radio #wednesday #trending #live #hiphop #author #actress #model #Kingdom #music #indieartist #newmusiccoming #gospelrap #Live #photo #miztiffany #Hesbeengood #womeninmusic #HerStory #interview #goodnews #nigeriaanderson https://t.co/539UA2q0PJ;music
29;['1626008422595588098'];1626008422595588096;I cant believe i wanted to kms 💀💀 now look Im in ralfy the plug new music video 🤣🏆;music
30;['1626008422461374464'];1626008422461374464;"RT @CptPopcorn: The Ruby just wants to be loved 😩💘😈

But damn! Look at dem booty moves; she clearly IS a professional! 🍿👀👌

Brought to life…";music
31;['1626008422184534017'];1626008422184534016;"RT @BIGHIT_MUSIC: [기사] #BTS’ #SUGA to Make History With Upcoming Solo Tour
https://t.co/xns4gfOKLu";music
32;['1626008422146797568'];1626008422146797568;"RT @firstviolinn: we were learning about secondary dominant chords in ap music theory and my one classmate wrote in his notes ""she tonicize…";music
33;['1626008421630869504'];1626008421630869504;"RT @CCMAawards: ▪️Mubeat Giveaway▪️
'Music Core Pre-Voting [Ep. 790]'🏆

🏅 300 beats

Rules ʕ⁠´⁠•⁠ᴥ⁠•⁠`⁠ʔ
⑆ Must follow 
@CCMAawards

⑆ Like…";music
34;['1626008421257314305'];1626008421257314304;RT @MikariaJ: apple music love shuffling the same 10 songs;music
35;['1626008421194506240'];1626008421194506240;"RT @iHeartRadio: 📹 @charlieputh x #JungKook of @bts_bighit // @BTS_twt 📹

Vote using these hashtags: #LeftandRight #BestMusicVideo #iHeartA…";music
36;['1626008421085376512'];1626008421085376512;"RT @brindleh: Check out ""That's What Tequila Does"" by Jason Aldean on Amazon Music. https://t.co/3BDmbfi1NI";music
37;['1626008419290451968'];1626008419290451968;"RT @BIGHIT_MUSIC: [기사] #BTS’ #SUGA to Make History With Upcoming Solo Tour
https://t.co/xns4gfOKLu";music
38;['1626008419210592256'];1626008419210592256;"@drivelikematty2 just here for the music 🤘🏼 
(but listening in on horny table’s convo)";music
39;['1626008419118481408'];1626008419118481408;"RT @FeetOfMax: Dw Maxy I’ll post it without the little cute music for you 🤣🤣🤣 

The full video …without the music lol…is on @MasterMaxWorld…";music
40;['1626008418996695042'];1626008418996695040;RT @MEGASHUFFLE: #Megashuffleisback Love Is The Drug : Single by Roxy Music https://t.co/I78v6fvbfT |#alternative #indie #rock https://t.co…;music
41;['1626008418120003584'];1626008418120003584;"RT @beabad00bee: glue song music video out now!
i’ve never smiled so big in a music video before
i wanted to capture how beautiful ilo ilo…";music
42;['1626008417121759242'];1626008417121759232;@TrickeryDoll ill be real i forgot literally EVERYTHING about it other than ‘its triple trouble but majin butts in at the end’ don’t remember anything music wise;music
43;['1626008417037844481'];1626008417037844480;RT @MikariaJ: apple music love shuffling the same 10 songs;music
44;['1626008415037427712'];1626008415037427712;@hoaxeye I  only  knew  “Edelweiss”  as  an  anti-Nazi  protest  song  from  the  documentary  “The  Sound  of  Music.”;music
45;['1626008414877876225'];1626008414877876224;"RT @ladygaganownet: [JOKER 2 SPOILERS] According to @GraceRandolph, ""Joker: Folie à Deux"" will narrate the story from the perspective of bo…";music
46;['1626008414869487616'];1626008414869487616;"RT @HayleyWOnline: new photo of @paramore behind the scenes of ‘running out of time’ 🍄

music video out tomorrow! https://t.co/LELZTqrWl4";music
47;['1626008414684848133'];1626008414684848128;"MayGODBlessSouls

Mr. Cuomo can retweet Social Media posts about “Civil War”, “Murder Music, Movies, TvShows”, “Killing Spree Books”, …, and use that as a way of showing how some, publicly, share how “thoughts” may have come, and were “resisted”

Wrong Right Sorry 

O God
Jesus https://t.co/DkyE9tSW7r";music
48;['1626008413594607616'];1626008413594607616;RT @lIldsunbae09: It really warms my heart to know that the word #TWICE becomes more and more associated with positive and hopeful things…;music
49;['1626008412348878848'];1626008412348878848;"RT @TheToriant: $50 ! Draw in 4 hours ⏳

🩸Retweet + Follow @StereoAIapp

🩸Join Telegram 👇
 https://t.co/B25lKIfUym (proof)

———————————————…";music
50;['1626008412315332609'];1626008412315332608;@alkandalaft @CoffeeSandwhich I heard the music :O;music
51;['1626008410943520768'];1626008410943520768;@827js @pixiebell2022 @JoeHill_Music @QZE51577881 Appreciate that @RU_Awakeyet;music
52;['1626008410696351744'];1626008410696351744;"https://t.co/plwg9NylOl

https://t.co/vKwbEt6zf5

https://t.co/dud4pSqtT7

prob'ly
@Fender_Official Telecaster Thinline 
@PlayHohner 64 Chromonica

#ThingsHaveChanged 
#Fragments #TheBootlegSeries Vol.17 https://t.co/tim8ZhEcEi";music
53;['1626008409530048512'];1626008409530048512;RT @KingSeanSwae: I’m sorry but us 2000s/2010s peoples grew up with some fckin music legends!  https://t.co/vL4BeX3OUp;music
54;['1626008409341411335'];1626008409341411328;@AccurstMaiden I mean…if you ever have a shit ton of free time and some music that’ll keep you occupied you could just knock it out yourself over a couple nights. But even just typing that out as a hypothetical sounds miserable 😃;music
55;['1626008406619312128'];1626008406619312128;RT @StygiaExpress: @Rode0Queen @JimGagnon6 @Stacy4MAGA @bdonesem @GabiNga1 @CasanovaX8X @JoeHill_Music @rrrrrrrickrock @drgerryF @Steveadam…;music
56;['1626008402408398848'];1626008402408398848;"@nickmeals As long as 15 hours of Rock, Elvis, &amp; Beatles music History still count";music
57;['1626008399841464322'];1626008399841464320;"RT @iHeartRadio: 📹 @charlieputh x #JungKook of @bts_bighit // @BTS_twt 📹

Vote using these hashtags: #LeftandRight #BestMusicVideo #iHeartA…";music
58;['1626008399669518337'];1626008399669518336;Chayeol shared a room with Baekhyun, and when stressed they relieve it by turning up music loud in the car with the windows open, and singing!;music
59;['1626008398712999936'];1626008398712999936;where a lot of niggas got their whole style from  https://t.co/nTI9NYtEDc;music
60;['1626008398041866242'];1626008398041866240;@murderpact fr!! especially when you take into account how they changed music;music
