;edit_history_tweet_ids;id;text;withheld;intent
0;['1621297409946001408'];1621297409946001408;The organization has spent 15 seasons crafting intimate, inclusive concerts across the city. https://t.co/FcR5YFyhvL;;music
1;['1621297409035993089'];1621297409035993088;RT @WarnerMusicPH: @felipsuperior is now @Spotify_PH’s cover for New Music Friday! #FELIP_COMPLEX https://t.co/pdmaa3AUYH;;music
2;['1621297408935358465'];1621297408935358464;"RT @RollingStone: Rolling Stone names J-Hope as one of the Most Stylish Musicians of 2023.

Now performing on his own, his style is bigg…";;music
3;['1621297408180371456'];1621297408180371456;"RT @nicktiffany95: Take a listen and learn why #TheBatman found itself in my Top 10 Films of 2022!

https://t.co/0hy8aqmrBo

https://t.co/F…";;music
4;['1621297407672680449'];1621297407672680448;"RT @fs_sf_fs: 230203 Music Bank Pre-Recording 

The outfits were black and red today. Haechan was wearing a white shirt with red sleeves an…";;music
5;['1621297405961330689'];1621297405961330688;"RT @FentyStats: UK iTunes 🇬🇧

#15. Lift Me Up

https://t.co/GAyrfvkLwb";;music
6;['1621297405189844992'];1621297405189844992;"RT @127CENTRAL: 230203 NCT 127 Music Bank pre-recording reverse fan tribute

""💚시즈니💚
Ay-Yo
가보자고~!

💚Czennie💚
Ay-Yo
Let's go~!""

📸 cr: sleehy…";;music
7;['1621297404720074752'];1621297404720074752;RT @stevenartpop: lady gaga’s applause music video premiere at times square in nyc, 2013 https://t.co/Xo7mBh4YGh;;music
8;['1621297404313239552'];1621297404313239552;@MirjiMcStinky @terrasnort It's a great beautiful song but just like Pokemon Mystery dungeon music, it makes me break down and cry, reminding me of emotional moments. I stay away from them sometimes despite I love them.;;music
9;['1621297401658249217'];1621297401658249216;RT @jnfr: @good_music_rulz @breaktheesystem I vote for #BTSArmy as the #BestFanArmy at the 2023 #iHeartAwards @BTS_twt;;music
10;['1621297400915660801'];1621297400915660800;"RT @VGMusicNTidbits: 🎵 ""Unukalhai Utopia"" - Tetris Worlds (PC/PS2/GCN/Xbox, 2001) by Ken Inaoka &amp; Syzgy 🎵

One of the most unexpectedly awe…";;music
11;['1621297400856862721'];1621297400856862720;RT @TaehyungCanada: 📺 Christmas Tree by V was heard playing in the background of tvN's dating reality show 'Skip'. They sure love him and h…;;music
12;['1621297400747900932'];1621297400747900928;RT @MUNCHRIH: Sneak peek of the “Boy’s a liar pt. 2” music video 👀🎥🗽 https://t.co/2tAH9xhGw7;;music
13;['1621297400542265344'];1621297400542265344;@BugdenSteven @softtail65 such a great music video;;music
14;['1621297399355383810'];1621297399355383808;"RT @DarrenJClaxton: Check out this track ""Nothing's In My Way"" by Darren Claxton on Gala Music

https://t.co/Q4IgfYLAPL";;music
15;['1621297398231490560'];1621297398231490560;"RT @BrianTichy: Sunday! The Moby Dicks! @thewhiskyagogo 
We really like Led Zeppelin and all his music! https://t.co/TCjaZdgkqT";;music
16;['1621297397941915648'];1621297397941915648;RT @moonwaIkinbae: World Music Awards (1996) https://t.co/fDdVCfydJs;;music
17;['1621297397698797569'];1621297397698797568;"RT @Madonna: Madonna has just announced ‘The Celebration Tour’: 4 decades of music and her greatest hits!!

⭐ Watch the tour announcement v…";;music
18;['1621297397543604224'];1621297397543604224;"RT @JJK_VotingTeam: Please give me : 

🗳️500 REPLIES
🗳️1000 RT

I’m voting for #LeftandRight as the #BestMusicVideo at the #iHeartAwards

W…";;music
19;['1621297397417533442'];1621297397417533440;RT @rhynertaylorsve: when jeffree star shaded taylor swift and then taylor wore the same outfit on her music video. https://t.co/H7R7nKPei7;;music
20;['1621297396725714944'];1621297396725714944;@ccbangtanista @bts_bighit when are you going to update in a timely manner on j-hope? With the other members if you did it why not him? Where are the concept photos from his photofolio on bts instagram?!?! @BIGHIT_MUSIC @HYBEOFFICIALtwt!!!;;music
21;['1621297396339675136'];1621297396339675136;"@newmusicguru Check out the brand new country music smash from Kentucky Music Mafia!! 
(Morgan Wallen type song)

Click the link and let us know what you think 

https://t.co/1NzobmhzQk";;music
22;['1621297395001851904'];1621297395001851904;@972mag @SajrawiVera @RashaNahasMusic Remember when @imeu tried to post music when Jenin was getting attacked? Since it didnt fly there, FMEP coordination sent the topic to 972;;music
23;['1621297394372542465'];1621297394372542464;I live in a colorful apartment with my adorable child where there are always fresh flowers and we order Chinese pretty often and I have won awards for my writing and acting and I get to pick the music when I drive and also I CAN DRIVE!!!! https://t.co/buwV2gzERs;;music
24;['1621297394347278339'];1621297394347278336;Am I set tripping if I have a iPhone but listen to all my music on Spotify instead of Apple Music? 🤣🤣;;music
25;['1621297393168961536'];1621297393168961536;RT @DynistyMusic: Here's your chance to catch up on yesterday's insightful #Web3radio Twitter Space! Revisit the wisdom of legendary music…;;music
26;['1621297392900509696'];1621297392900509696;RT @KJHLUVR_: idk but the one whose music suits my preference the most is kim jiwon  https://t.co/qIm1uD1K63;;music
27;['1621297391981981696'];1621297391981981696;"RT @DrJimFan: Music &amp; sound effect industry has not fully understood the size of the storm about to hit.

There’re not just one, or two, bu…";;music
28;['1621297391143116801'];1621297391143116800;"RT @RollingStone: Rolling Stone names @BLACKPINK as one of the 'Most Stylish Musicians of 2023.' #Blinks 

""We can only anticipate what’s t…";;music
29;['1621297391029592064'];1621297391029592064;Mary J Blige was mentioned TWICE on the 1619 project episode on music. 👸🏽;;music
30;['1621297390819885057'];1621297390819885056;"RT @peterhook: It’s a lovely feeling to have Joy Division/New Order nominated for the 2023 @rockhall #RockHall2023!

Check out this new int…";;music
31;['1621297390425673728'];1621297390425673728;RT @HEMIMUSIC: The look you give when you just ripped a killer dual original lead with your bandmate and somebody in the crowd still yells…;;music
32;['1621297389695811584'];1621297389695811584;RT @YoungboySnippet: NBA YoungBoy [Full Interview] Talks about how he lost the love for music but it’s the only way he can express himself…;;music
33;['1621297389234491393'];1621297389234491392;They should of had a video for this song 🔥 ⁦@sza⁩ ⁦@theestallion⁩  https://t.co/2ZrAS7noIb;;music
34;['1621297388563599360'];1621297388563599360;"YOU KNOW WHAT TO DO !!!

Apple 🎵 👇 
https://t.co/tj1nzxBH17…

Spotify 🎵 👇
https://t.co/2S8CPSTi3p…

#OUTNOW #NewProfilePic #NewMusic #BlackHistoryMonth #Royals #BlackPantherWakandaForever #rtItBot #lastofus #NEW https://t.co/rAWEfXbMY0";;music
35;['1621297388555223041'];1621297388555223040;You’re the most extraordinary girl, Marinette. Clear as a musical note and as sincere as a melody. You’re the music that’s been playing inside my head since the day we first met. I won’t let anything happen to you.;;music
36;['1621297387573596160'];1621297387573596160;"RT @RollingStone: Rolling Stone names J-Hope as one of the 'Most Stylish Musicians of 2023.'

""Now performing on his own, his style is bigg…";;music
37;['1621297387238203392'];1621297387238203392;"Lost Cause by Billie Eilish 🤎
https://t.co/J7Pqeryd0n";;music
38;['1621297384964890625'];1621297384964890624;If anyone is on the fence about going to @Shinedown's concert, go. Seriously. I've loved their music a lot over the years, but their live performance was somehow even better. The emotion in their songs really came through live, which meant so much during a hard time in my life.;;music
39;['1621297383479943168'];1621297383479943168;@raptalksk Shows how little you know X woulda been happy to see his music being enjoyed weird ass energy trying to gatekeep;;music
40;['1621297383295401984'];1621297383295401984;check out my new music video https://t.co/YSUbxGKsFA;;music
41;['1621297382871924737'];1621297382871924736;"RT @bNi9e26Exhf7UWz: ⭐️iHeart Radio Music Awards2023

☆BestFanARMY𓂃𓈒𓏸❤︎.*

I vote #BTSARMY for #BestFanArmy at the 2023 #iHeartAwards @BTS_…";;music
42;['1621297382745841666'];1621297382745841664;RT @BTSem7: Unbreakable bond #BTSARMY for #BestFanArmy trophy at the #iHeartAwards! RT to vote and vote daily here too 🇦🇺🇨🇦🇳🇿🇺🇲🇲🇽 https://t…;;music
43;['1621297382422974465'];1621297382422974464;"RT @RollingStone: Rolling Stone names J-Hope as one of the 'Most Stylish Musicians of 2023.'

""Now performing on his own, his style is bigg…";;music
44;['1621297381726724100'];1621297381726724096;@Crisprtek Born too late to explore the West. Born too early to explore space. Born just in time to save the light music club.;;music
45;['1621297381609459713'];1621297381609459712;"RT @fs_sf_fs: 230203 Music Bank Pre-Recording 

The outfits were black and red today. Haechan was wearing a white shirt with red sleeves an…";;music
46;['1621297381294878721'];1621297381294878720;RT @WarnerMusicPH: @felipsuperior is now @Spotify_PH’s cover for New Music Friday! #FELIP_COMPLEX https://t.co/pdmaa3AUYH;;music
47;['1621297381059842049'];1621297381059842048;RT @lohanisgod: bring back fun music.. i don’t want to hear another sad song again! https://t.co/vcJBUhCx9f;;music
48;['1621297380359282688'];1621297380359282688;me as a song https://t.co/6Vo7nXnch3;;music
49;['1621297378836848640'];1621297378836848640;RT @TghatMedia: A unique event to create awareness about the Tigray Genocide at Splendor Amsterdam.  The event will include Dutch musicians…;;music
50;['1621297378329509888'];1621297378329509888;RT @Moeatu1: I'm voting for #BTSARMY for #BestFanArmy at the #iHeartAwards! RT to vote or you can vote here too https://t.co/AxtGIApPBK;;music
51;['1621297377549090817'];1621297377549090816;"Everybody wants to be the “bossman”when times are great, the company is growing like a weed, fat commissions and big paychecks.

Sooner or later the music stops and the only calls are other roofers looking for work.

Nobody wants to “bossman” knocking on doors passing out flyers.";;music
52;['1621297377415159809'];1621297377415159808;"RT @48RequestHour: It seems that some of the country restrictions for Itano Tomomi, Maeda Atsuko &amp; Takahashi Minami on Spotify &amp; Apple Musi…";;music
53;['1621297377238818816'];1621297377238818816;@titittwu @bts_bighit when are you going to update in a timely manner on j-hope? With the other members if you did it why not him? Where are the concept photos from his photofolio on bts instagram? @BIGHIT_MUSIC @HYBEOFFICIALtwt;;music
54;['1621297377167687681'];1621297377167687680;"Some days life gives you music that hits you at the right moment. Found @JordanAdetunji and it feels so right for me rn. Give this artist a chance and check out both Insecure and WokeUp!

Hope you all been well luvs.";;music
55;['1621297374730526721'];1621297374730526720;RT @Tacumasong: Folks put your music on @Bandcamp. I made more money in one day on a FREE album download ( pay if you want ) than I did fro…;;music
56;['1621297374651088897'];1621297374651088896;"RT @TXTChartData: .@TXT_members ""Sugar Rush Ride"" Official Music Video has surpassed 54M views &amp; 1.5M likes on YouTube. 

🎥 https://t.co/IX…";;music
57;['1621297374629871616'];1621297374629871616;"@mbpblm @TJDOGMANR2 @bdonesem @brexit_blue @random__thinkin @RighterThanRigh @cassisnouveau @EricaOomed @SweetLouTiger @misfitnici @BradhamShannon @KevinGills13 @Phil_Hoffman18 @LivingFreeorDie @emaga44 @cmlyon67 @JoeHill_Music @DannyLew1956 @DannyMack100 @girlnamed_Seth Added a few more friends from this
Group of Awesome Patriots. 🇺🇸🇺🇸🇺🇸
Following Everyone &amp; RT. 💯

Please follow @mbpblm 🌹🌹🌹
to unite with Great Patriots.";;music
58;['1621297373652684800'];1621297373652684800;RT @ashleyboff: I'm voting for #DuaLipa for #FaveTourStyle at the #iHeartAwards! RT to vote or you can vote here too https://t.co/xZsPiOUVj…;;music
59;['1621297373589774337'];1621297373589774336;RT @JEFEHARDAWAY: At All  https://t.co/PtoRNHvcmR;;music
60;['1621297373535440896'];1621297373535440896;"RT @GRAMMYMuseum: #Kpop fans, this is what you've all been waiting for... 

🎶 We Bridge Music Festival is partnering with the #GRAMMYMuseum…";;music
61;['1621297372906270720'];1621297372906270720;"RT @spearhyunnie: changbin: ""firstly k-pop itself can be music but i think it's one big culture. within it, i still want to pioneer a genre…";;music
62;['1621297372574924801'];1621297372574924800;"RT @RollingStone: Rolling Stone names J-Hope as one of the 'Most Stylish Musicians of 2023.'

""Now performing on his own, his style is bigg…";;music
63;['1621297371341520897'];1621297371341520896;"RT @RealMona_: Me: I can study with music, it help me concentrate

Also me 5 mins later: https://t.co/WOWWfA6n61";;music
64;['1621297370196574208'];1621297370196574208;"To be fair to the Peas though, having atrociously written dogshit lyrics never stopped their music from being catchy fun.

That came later.";;music
65;['1621297368908832769'];1621297368908832768;"RT @revolttv: The singer is representing Africa in the Favorite Global Music Star category.

https://t.co/rWicfQkh6p";;music
66;['1621297368628088832'];1621297368628088832;"RT @RollingStone: Rolling Stone names J-Hope as one of the 'Most Stylish Musicians of 2023.'

""Now performing on his own, his style is bigg…";;music
67;['1621297366329397248'];1621297366329397248;@MrJamesMay @DRIVETRIBE Music to my ears;;music
68;['1621297365867970560'];1621297365867970560;@wjsseunie one of the best music videos period;;music
69;['1621297365532680195'];1621297365532680192;"RT @TWICEDATA_: ['READY TO BE' TO DO LIST] — ONCEs let’s prepare ourselves for this comeback 

☑️Download every voting apps and collect to…";;music
70;['1621297365520125952'];1621297365520125952;"RT @GCVT_JK: I vote for #LeftandRight as #BestMusicVideo at #iHeartAwards

Vote!
Only for: 🇺🇲🇨🇦🇲🇽🇦🇺🇳🇿 1x/day/acc (use more gmails!)  https:…";;music
71;['1621297364257628162'];1621297364257628160;I use those shitty wired ten dollar Sony headphones the music sounds better it’s a vibe you wouldn’t get it;;music
72;['1621297363469111296'];1621297363469111296;"RT @thehobilibrary: So who's going to tell j-hope in 2019 that ""Jay"" would release a critically-acclaimed album in 2022, become the first K…";;music
73;['1621297363158433794'];1621297363158433792;"RT @chartdata: .@bizarrap and @pedrodquevedo's ""Bzrp Music Sessions, Vol. 52"" has now surpassed 1 billion streams on Spotify. It's their fi…";;music
74;['1621297362294476801'];1621297362294476800;RT @EFYA_Nokturnal: LETS MAKE THIS THE NO1 SONG IN THE WORLD!!!!!! 🚀🚀🚀🚀🚀🚀🚀🚀🚀 STREAM WUUUUUUUUU 🎊🎊🎊🎊🎊 https://t.co/O0opFbIjZU;;music
75;['1621297361015414785'];1621297361015414784;RT @BLINKSTATS: .@BLACKPINK’s “Shut Down” and “Pink Venom” are now once again simultaneously charting within the Top 10 K-pop songs on Appl…;;music
76;['1621297360910581760'];1621297360910581760;"RT @txtdigitals: links to purchase : 

🌸https://t.co/DptcEkiwCc…
🦋https://t.co/99Hh2W8up0… 
🌸https://t.co/8OCGXzinMA…
🦋https://t.co/sfNZhkw…";;music
77;['1621297360155607040'];1621297360155607040;RT @FluffyPupyKasey: Hey @snuffles my girlfriend's listening to your music https://t.co/HjcXq7f8JT;;music
78;['1621297360017186816'];1621297360017186816;"RT @chansolboo: 0 music show wins to her name but everyone knows and loves her..
https://t.co/TLjqZRYKof";;music
79;['1621297359723417600'];1621297359723417600;"RT @RollingStone: Rolling Stone names J-Hope as one of the 'Most Stylish Musicians of 2023.'

""Now performing on his own, his style is bigg…";;music
80;['1621297358712471552'];1621297358712471552;RT @Sumaira84165841: Speachless amazing promo amazing high level acting amazing chemistry amazing music everything is amazing 😍♥️🔥💪👌🫶🥳🥳🥳🥳🥳…;;music
81;['1621297358440103936'];1621297358440103936;"RT @VIVIZ_Charts: .@VIVIZ_official 'PULL UP' YouTube Music trending

#6 Taiwan (=)
#8 South Korea (+5)
#15 Singapore (-)
#19 Malaysia (+3)…";;music
82;['1621297358301544449'];1621297358301544448;"@HypeMusicAfric Check out the brand new country music smash from Kentucky Music Mafia!! 
(Morgan Wallen type song)

Click the link and let us know what you think 

https://t.co/1NzobmhzQk";;music
83;['1621297357592694784'];1621297357592694784;"RT @iHeartRadio: 📍 @katyperry 📍

Vote using these hashtags: #KatyPerry #FaveResidency #iHeartAwards
And vote on: https://t.co/aPueslpaIw ht…";;music
84;['1621297357299281920'];1621297357299281920;RT @WarnerMusicPH: @felipsuperior is now @Spotify_PH’s cover for New Music Friday! #FELIP_COMPLEX https://t.co/pdmaa3AUYH;;music
85;['1621297357299257345'];1621297357299257344;"RT @minjiiminie: yoonmin au—

in his new job at a middle school, because of his age and inexperience, most of jimin’s coworkers don’t take…";;music
86;['1621297357236183042'];1621297357236183040;"RT @ElliottBlackwe3: Beauty matters. Wonder matters. Joy matters. 
The world might try to convince you that only productivity &amp; the bottom…";;music
87;['1621297356028116994'];1621297356028116992;"RT @btschartsdailys: 🚨| Cast your votes on Website 

🔸Best Music Video 
- BTS ""Yet To Come""
- Charlie Puth x Jungkook ""Left and Right""
🔸Bes…";;music
88;['1621297355659304962'];1621297355659304960;"RT @sadtboiii131: B.I NEW ENTRY/PEAK 02/02/2023
[Apple Music]

Top K-Pop Songs: St. Vincent &amp; Grenadines🇻🇨
#5 Keep me up (+3)

Top Pop Song…";;music
89;['1621297355533287424'];1621297355533287424;@bts_bighit when are you going to update in a timely manner on j-hope? With the other members if you did it why not him? Where are the concept photos from his photofolio on bts instagram?!?! @BIGHIT_MUSIC @HYBEOFFICIALtwt;;music
90;['1621297355189264384'];1621297355189264384;"RT @iHeartRadio: 📍 @katyperry 📍

Vote using these hashtags: #KatyPerry #FaveResidency #iHeartAwards
And vote on: https://t.co/aPueslpaIw ht…";;music
91;['1621297355164368896'];1621297355164368896;"RT @127CENTRAL: 230203 NCT 127 Music Bank pre-recording reverse fan tribute

""💚시즈니💚
Ay-Yo
가보자고~!

💚Czennie💚
Ay-Yo
Let's go~!""

📸 cr: sleehy…";;music
92;['1621297354929500160'];1621297354929500160;"RT @moricalliope: ⋆*✩ magical streamer mori !! ⋆*✩
animation by @kaynimatic music by @atelierjoshua https://t.co/R5CCw0sdhT";;music
93;['1621297354266775554'];1621297354266775552;"🤔💭💭 going deep wit out yurr 🏓🏓🏓
Tru 💩💯🔥💥❤️👄

Check out O Father O Satan O Sun! by Behemoth on Amazon Music
https://t.co/cVbWU2cQQm";;music
94;['1621297354136772608'];1621297354136772608;RT @Robertamiseww: 49 years, divorced ... I don't want Netflix, I don't want rock music... I want a man... that's all!!! 🤗❤️ https://t.co/X…;;music
95;['1621297353268531200'];1621297353268531200;"RT @TXTintl_twt: 📣US/PR MOAs! Keep buying and streaming #SugarRushRide! The funds are open by @txtdigitals! 

🔗https://t.co/vfdUVX90RU
🔗htt…";;music
96;['1621297351968145410'];1621297351968145408;"RT @likechizu: 230202 Jungkook karaoke song list (sing with music):
- VIBE (Taeyang ft. Jimin)
- Dreamers (Jungkook)
- 0X1=LOVESONG (I Know…";;music
97;['1621297351221547008'];1621297351221547008;RT @blackkingkofi: Do me a favour and follow my record label @WMT_Music got a dope release coming soon! 🔥🔥🔥 #support;;music
98;['1621297351204929536'];1621297351204929536;"RT @ATINGlobalSoc: COM•PLEX EP (#1 iTunes Philippines)
STRAYDOGS (#4 iTunes Philippines)
ROCKSTA (#10 iTunes Philippines, #35 Shazam Singap…";;music
99;['1621297348335779840'];1621297348335779840;had to fill taxes for the first time because i earned way more than ever from all the streams from my music royalties ou that gave me a headache. https://t.co/hxaCmt76JG;;music
100;['1621297348054863874'];1621297348054863872;"RT @jkmygrm: si ves esto, cyp lo de abajo, es por 🐿️

@bts_bighit when are u going to update in a timely manner on j-hope? with the other m…";;music
